episode_id,input_kind,family,dataset_id,horizon_months,coverage,corrected_mean_config,cost_scenario,policy,terminal_wealth,terminal_cash,terminal_units,total_fees,mean_guardrail_floor,theorem_scope
monotone-rise-primary,synthetic,monotone-rise,deterministic-adversarial-v1,5,0.9,identity-a0-b0,fixed-1-usd,neutral_guarded,7159.89466610863095238095238095238095238095238095238095238094,291.617252604166666666666666666666666666666666666666666666657,45.7885160900297619047619047619047619047619047619047619047619,5,775.802421875000000000000000000000000000000000000000000000006,outside-current-safety-theorem
monotone-rise-primary,synthetic,monotone-rise,deterministic-adversarial-v1,5,0.9,identity-a0-b0,fixed-1-usd,corrected_guarded,7147.04782544949397337763291055633358884084902188991402585275,338.438575753098975220491090395047081501906611232934103060499,45.390728331309299987714278801075243382259616071046532818615,5,788.721843448436897389569808764697585085718386168393360232008,outside-current-safety-theorem
monotone-rise-primary,synthetic,monotone-rise,deterministic-adversarial-v1,5,0.75,identity-a0-b0,frictionless,dca,7291.66666666666666666666666666666666666666666666666666666666,0,48.6111111111111111111111111111111111111111111111111111111111,0,,epsilon-dca
monotone-rise-primary,synthetic,monotone-rise,deterministic-adversarial-v1,5,0.75,identity-a0-b0,frictionless,neutral_guarded,6980.25035209396258503401360544217687074829931972789115646259,729.68982514880952380952380952380952380952380952380952380953,41.6704035129676870748299319727891156462585034013605442176871,0,439.067150297619047619047619047619047619047619047619047619044,epsilon-dca
monotone-rise-primary,synthetic,monotone-rise,deterministic-adversarial-v1,5,0.75,identity-a0-b0,frictionless,corrected_guarded,6948.10754059855511604014504929955499692659322194858988449862,846.848555581086672707756935994179223503128403506009929083338,40.6750599001164562888825874220358384894897654562838663694352,0,471.390380671576088675604338704889264672726125480311504204696,epsilon-dca
monotone-rise-primary,synthetic,monotone-rise,deterministic-adversarial-v1,5,0.75,identity-a0-b0,proportional-10bps,dca,7284.38228438228438228438228438228438228438228438228438228438,0.000000000000000000000000000000000000000000000000000000001,48.5625485625485625485625485625485625485625485625485625485625,4.995004995004995004995004995004995004995004995004995004995,,outside-current-safety-theorem
monotone-rise-primary,synthetic,monotone-rise,deterministic-adversarial-v1,5,0.75,identity-a0-b0,proportional-10bps,neutral_guarded,6974.10690910353801599787701588696410135943086364128335357005,729.402067357751654540214198770993059188813051766847654842208,41.6313656116385757430510854474398069478041187458295713248523,4.2663316010412071383214643368921148259852017464866656794783,439.2679632470545120067691137246690849665562998449626572487,outside-current-safety-theorem
monotone-rise-primary,synthetic,monotone-rise,deterministic-adversarial-v1,5,0.75,identity-a0-b0,proportional-10bps,corrected_guarded,6942.1147915507784282248470140227851373734175091226703919097,846.565568900757770344420143917466328630233825383767664304205,40.6369948176668043858695124673687920582878912249260181840367,4.14928514595328894071486499109144222914062554906716517052527,471.55628244754690607256859406553509686839323973760743527286,outside-current-safety-theorem
monotone-rise-primary,synthetic,monotone-rise,deterministic-adversarial-v1,5,0.75,identity-a0-b0,fixed-1-usd,dca,7284.375,0,48.5625,5,,outside-current-safety-theorem
monotone-rise-primary,synthetic,monotone-rise,deterministic-adversarial-v1,5,0.75,identity-a0-b0,fixed-1-usd,neutral_guarded,6973.17416527157738095238095238095238095238095238095238095239,729.043131510416666666666666666666666666666666666666666666668,41.6275402250744047619047619047619047619047619047619047619048,5,439.506054687499999999999999999999999999999999999999999999996,outside-current-safety-theorem
monotone-rise-primary,synthetic,monotone-rise,deterministic-adversarial-v1,5,0.75,identity-a0-b0,fixed-1-usd,corrected_guarded,6941.05706362373493344408227639083397210212255472478506463188,846.096439382747438051227725987617703754766528082335257651257,40.6330708282732499692856970026881084556490401776163320465375,5,471.80460862109224347392452191174396271429596542098340058001,outside-current-safety-theorem
monotone-rise-primary,synthetic,monotone-rise,deterministic-adversarial-v1,5,0.5,identity-a0-b0,frictionless,dca,7291.66666666666666666666666666666666666666666666666666666666,0,48.6111111111111111111111111111111111111111111111111111111111,0,,epsilon-dca
monotone-rise-primary,synthetic,monotone-rise,deterministic-adversarial-v1,5,0.5,identity-a0-b0,frictionless,neutral_guarded,6757.4404761904761904761904761904761904761904761904761904762,939.453125,38.7865823412698412698412698412698412698412698412698412698413,0,143.75,epsilon-dca
monotone-rise-primary,synthetic,monotone-rise,deterministic-adversarial-v1,5,0.5,identity-a0-b0,frictionless,corrected_guarded,6682.14153634929825538153055762092450626875315450670044860391,1210.58670045283947187000963565688953997172997450589337629741,36.4770322393097252234101394797602331086468212000053804820433,0,143.75,epsilon-dca
monotone-rise-primary,synthetic,monotone-rise,deterministic-adversarial-v1,5,0.5,identity-a0-b0,proportional-10bps,dca,7284.38228438228438228438228438228438228438228438228438228438,0.000000000000000000000000000000000000000000000000000000001,48.5625485625485625485625485625485625485625485625485625485625,4.995004995004995004995004995004995004995004995004995004995,,outside-current-safety-theorem
monotone-rise-primary,synthetic,monotone-rise,deterministic-adversarial-v1,5,0.5,identity-a0-b0,proportional-10bps,neutral_guarded,6751.68174791765486784753232591109000413981147533309656900352,939.435564435564435564435564435564435564435564435564435564436,38.7483078898806028818873117431701704571691727393168808895939,4.05650792763679876566989454102341215228328115441002553889666,143.806193806193806193806193806193806193806193806193806193806,outside-current-safety-theorem
monotone-rise-primary,synthetic,monotone-rise,deterministic-adversarial-v1,5,0.5,identity-a0-b0,proportional-10bps,corrected_guarded,6676.73578565185912570328541493329695055147471951492098978823,1210.55914461679659758187479548294339635359435305161653794878,36.441177606900416854142737463002357027985869109755363012263,3.78565520018302038203608911540165494869770793900937408796326,143.806193806193806193806193806193806193806193806193806193806,outside-current-safety-theorem
monotone-rise-primary,synthetic,monotone-rise,deterministic-adversarial-v1,5,0.5,identity-a0-b0,fixed-1-usd,dca,7284.375,0,48.5625,5,,outside-current-safety-theorem
monotone-rise-primary,synthetic,monotone-rise,deterministic-adversarial-v1,5,0.5,identity-a0-b0,fixed-1-usd,neutral_guarded,6750.25595238095238095238095238095238095238095238095238095238,939.41796875,38.7389198908730158730158730158730158730158730158730158730159,5,143.8625,outside-current-safety-theorem
monotone-rise-primary,synthetic,monotone-rise,deterministic-adversarial-v1,5,0.5,identity-a0-b0,fixed-1-usd,corrected_guarded,6674.97084242171064628031617935376708087159921748015084090088,1210.53153366908163754516368562864936044822246035443114592344,36.4295953916841933915676832915007848028225117141714646331829,5,143.8625,outside-current-safety-theorem
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,1,identity-a0-b0,frictionless,dca,3225.98845598845598845598845598845598845598845598845598845599,0,49.6305916305916305916305916305916305916305916305916305916306,0,,epsilon-dca
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,1,identity-a0-b0,frictionless,neutral_guarded,3225.98845598845598845598845598845598845598845598845598845599,0,49.6305916305916305916305916305916305916305916305916305916306,0,1000,epsilon-dca
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,1,identity-a0-b0,frictionless,corrected_guarded,3225.98845598845598845598845598845598845598845598845598845599,0,49.6305916305916305916305916305916305916305916305916305916306,0,1000,epsilon-dca
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,1,identity-a0-b0,proportional-10bps,dca,3222.76569029815783062536309289556042802796049549296302543055,0.000000000000000000000000000000000000000000000000000000001,49.5810106199716589326978937368547758158147768537378926989316,4.995004995004995004995004995004995004995004995004995004995,,outside-current-safety-theorem
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,1,identity-a0-b0,proportional-10bps,neutral_guarded,3222.76569029815783062536309289556042802796049549296302543055,0.000000000000000000000000000000000000000000000000000000001,49.5810106199716589326978937368547758158147768537378926989316,4.995004995004995004995004995004995004995004995004995004995,1000,outside-current-safety-theorem
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,1,identity-a0-b0,proportional-10bps,corrected_guarded,3222.76569029815783062536309289556042802796049549296302543055,0.000000000000000000000000000000000000000000000000000000001,49.5810106199716589326978937368547758158147768537378926989316,4.995004995004995004995004995004995004995004995004995004995,1000,outside-current-safety-theorem
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,1,identity-a0-b0,fixed-1-usd,dca,3222.76246753246753246753246753246753246753246753246753246753,0,49.5809610389610389610389610389610389610389610389610389610389,5,,outside-current-safety-theorem
monotone-decline-primary,synthetic,monotone-decline,deterministic-adversarial-v1,5,1,identity-a0-b0,fixed-1-usd,neutral_guarded,3222.76246753246753246753246753246753246753246753246753246753,0,49.5809610389610389610389610389610389610389610389610389610389,5,1000,outside-current-safety-theorem
