episode_id,family,coverage,cost_scenario,comparison,theorem_scope,terminal_wealth_gap,relative_terminal_wealth_gap,terminal_cash_gap,terminal_unit_gap,cash_contribution,unit_contribution,left_cash_drag,right_cash_drag,left_asset_exposure,right_asset_exposure,left_guardrail_activation_frequency,right_guardrail_activation_frequency,left_purchase_count,right_purchase_count,mechanisms,boundary_fixtures
weak-single-valley-primary,weak-single-valley,0.9,proportional-10bps,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,2.18045376333865867376563621335580740084975669174706993926,0.000262284884778949303528603833415267231395043072312593962596422,29.592026449750161513734119929694921456484677393722902379472,-0.2383615016209695899127694236203401222229123539302246299149,29.592026449750161513734119929694921456484677393722902379472,-27.4115726864115028399684837163391140556349207019758324402135,0.0580394674867794401131699610782123054036253055569175560311299,0.053812035136815131325493658231113030909841780214957141405491,0.951142195580330702790713688030725120691335490397653296912839,0.954688980014057135020474279430349509588573979209876784281857,1,1,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.9,proportional-10bps,neutral_guarded_vs_dca,outside-current-safety-theorem,-67.63009412696975020343715409277879902197431116983713419709,-0.00806951827657794403356070240333614936859844318484275413484858,376.684245957705919278455607617791216368892461504699989838436,-3.8636029572580492998425457540049566555727545449959749916133,376.684245957705919278455607617791216368892461504699989838436,-444.31434008467566948189276171057001539086677267453712403553,0.053812035136815131325493658231113030909841780214957141405491,0.000000000000000000000000000000000000000000000000000000000000142857142857142857142857142857142857142857142857142857142857,0.954688980014057135020474279430349509588573979209876784281857,1,1,0,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.9,fixed-1-usd,corrected_guarded_vs_dca,outside-current-safety-theorem,-65.89436295780273083759420183219168412026666160433893466458,-0.00786242137929688633048012833821715214261945389162484513271121,406.0978909529920359934439904799517927364652354744274741748,-4.1042804687895197115742451505403780596237556267718818159946,406.0978909529920359934439904799517927364652354744274741748,-471.992253910794766831038192312143476856731897078766408839379,0.0580139844218560051419205700685645418194950336392039248821143,0,0.95116098610799159817513925159055320860152206294535549839911,1,1,0,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.9,fixed-1-usd,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,2.14881054324391988010914745010496659743668767795771605313,0.000258491654159477633936128406123137800246079772260502770440526,29.578226068123614940812411532583371683833656527059053122169,-0.238516656738084304875680557238942652925191033470446409296,29.578226068123614940812411532583371683833656527059053122169,-27.42941552487969506070326408247840508639696884910133706904,0.0580139844218560051419205700685645418194950336392039248821143,0.0537885235549812030075187969924812030075187969924812030075187,0.95116098610799159817513925159055320860152206294535549839911,0.954706481078255844488653595989113981957268666370029517966213,1,1,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.9,fixed-1-usd,neutral_guarded_vs_dca,outside-current-safety-theorem,-68.04317350104665071770334928229665071770334928229665071771,-0.00811881438769547479457937434021538886465408774870572174806014,376.519664884868421052631578947368421052631578947368421052631,-3.8657638120514354066985645933014354066985645933014354066986,376.519664884868421052631578947368421052631578947368421052631,-444.562838385915071770334928229665071770334928229665071770339,0.0537885235549812030075187969924812030075187969924812030075187,0,0.954706481078255844488653595989113981957268666370029517966213,1,1,0,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.75,frictionless,corrected_guarded_vs_dca,epsilon-dca,-161.03276210988015958990786289218127292646033900903345264172,-0.0191949852365724720181882911034766749918995138036660852087144,943.985820856924310674007382755054170342124851065897621570133,-9.6088572431896040892514369186716125501616103484776615148856,943.985820856924310674007382755054170342124851065897621570133,-1105.01858296680447026391524564723544326858519007493107421184,0.134855117265274901524858197536436310048874978723699660224305,0,0.885275457748429895511718071047655631153762486140653544191609,1,0.714285714285714285714285714285714285714285714285714285714286,0,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.75,frictionless,corrected_guarded_vs_neutral_guarded,epsilon-dca,6.36239370401537470036326948421426136381079336736208164855,0.000773833173741911808299048667638645766728327583671752762781839,65.323711481924310674007382755054170342124851065897621570133,-0.5127071111122516171621227240942600780722961539003090427963,65.323711481924310674007382755054170342124851065897621570133,-58.9613177779089359736441132708399089783140576985355399215745,0.134855117265274901524858197536436310048874978723699660224305,0.125523158482142857142857142857142857142857142857142857142857,0.885275457748429895511718071047655631153762486140653544191609,0.893131748776360221296932073019252754664428042217982328564871,0.714285714285714285714285714285714285714285714285714285714286,0.857142857142857142857142857142857142857142857142857142857143,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.75,frictionless,neutral_guarded_vs_dca,epsilon-dca,-167.39515581389553429027113237639553429027113237639553429027,-0.0199533778246254824052774662078667705937149483850116917929316,878.662109375,-9.0961501320773524720893141945773524720893141945773524720893,878.662109375,-1046.05726518889553429027113237639553429027113237639553429027,0.125523158482142857142857142857142857142857142857142857142857,0,0.893131748776360221296932073019252754664428042217982328564871,1,0.857142857142857142857142857142857142857142857142857142857143,0,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.75,proportional-10bps,corrected_guarded_vs_dca,outside-current-safety-theorem,-159.88716807363406158858101027962287518318973149749570300042,-0.0190774897124675814476257739850513994567783543298756174953033,943.92102078814999479942214307764489638802793251369124237789,-9.5983320770589917946782882900631980136627622957494516989418,943.92102078814999479942214307764489638802793251369124237789,-1103.80818886178405638800315335726777157121766401118694537831,0.134845860112592856399917449011092128055432561787670177482556,0.000000000000000000000000000000000000000000000000000000000000142857142857142857142857142857142857142857142857142857142857,0.885182370943760875842146172570857918117908810579503269149753,1,0.714285714285714285714285714285714285714285714285714285714286,0,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.75,proportional-10bps,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,6.38063782328235246247011416260277073804866273444614214748,0.000776737392156745629745164641968935464808546353141211001354748,65.426367753216819525557823533415941025391649589937289636231,-0.5134411298255171048964148640940275677160259726564447607717,65.426367753216819525557823533415941025391649589937289636231,-59.0457299299344670630877093708131702873429868554911474887455,0.134845860112592856399917449011092128055432561787670177482556,0.125499236147847596467694902792032707908948040417679136105951,0.885182370943760875842146172570857918117908810579503269149753,0.893057768718335280643651999995102567015660066800002814236176,0.714285714285714285714285714285714285714285714285714285714286,0.857142857142857142857142857142857142857142857142857142857143,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.75,proportional-10bps,neutral_guarded_vs_dca,outside-current-safety-theorem,-166.2678058969164140510511244422256459212383942319418451479,-0.0198388175532145697233168692763066777195507860414461634654552,878.494653034933175273864319544228955362636282923753952741659,-9.0848909472334746897818734259691704459467363230930069381701,878.494653034933175273864319544228955362636282923753952741659,-1044.76245893184958932491544398645460128387467715569579788956,0.125499236147847596467694902792032707908948040417679136105951,0.000000000000000000000000000000000000000000000000000000000000142857142857142857142857142857142857142857142857142857142857,0.893057768718335280643651999995102567015660066800002814236176,1,0.857142857142857142857142857142857142857142857142857142857143,0,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.75,fixed-1-usd,corrected_guarded_vs_dca,outside-current-safety-theorem,-160.97189695627778851068993517914813801882107629407673564711,-0.0192069370927145037085149995449577602807272615168325324717767,943.882505066785899296173468682653639692117920149613102811064,-9.6074295828092494591901165553200154583559912734233898996363,943.882505066785899296173468682653639692117920149613102811064,-1104.85440202306368780686340386180177771093899644368983845817,0.134840357866683699899453352668950519956016845735659014687295,0,0.885171787847218642262971537717890644427398613302128060141755,1,0.714285714285714285714285714285714285714285714285714285714286,0,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.75,fixed-1-usd,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,6.27480445856969952758757678257435001945643566764575239116,0.000763945740488964082753872490502847177715982117506245393650591,65.530454285535899296173468682653639692117920149613102811064,-0.5152665202344886936398773208702546928057520389736291340861,65.530454285535899296173468682653639692117920149613102811064,-59.2556498269661997685858919000792896726614844819673504199015,0.134840357866683699899453352668950519956016845735659014687295,0.125478864397321428571428571428571428571428571428571428571429,0.885171787847218642262971537717890644427398613302128060141755,0.893062275920382180086290135843607334314280426128221956316672,0.714285714285714285714285714285714285714285714285714285714286,0.857142857142857142857142857142857142857142857142857142857143,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.75,fixed-1-usd,neutral_guarded_vs_dca,outside-current-safety-theorem,-167.24670141484748803827751196172248803827751196172248803827,-0.0199556378087007703127168536571399634839493397315491952476031,878.35205078125,-9.0921630625747607655502392344497607655502392344497607655502,878.35205078125,-1045.59875219609748803827751196172248803827751196172248803827,0.125478864397321428571428571428571428571428571428571428571429,0,0.893062275920382180086290135843607334314280426128221956316672,1,0.857142857142857142857142857142857142857142857142857142857143,0,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.5,frictionless,corrected_guarded_vs_dca,epsilon-dca,-122.24716698824918362570454266365089546846162725456231427775,-0.0145717712023787072742565252086669666848017034445372846622972,1012.5275394118551813521310822568252722851823983184236873434,-9.8676061426096031737203097819171840674229915267216174054013,1012.5275394118551813521310822568252722851823983184236873434,-1134.77470640010436497783562492047616775364402557298600162115,0.144646791344550740193161583179546467469311771188346241049057,0,0.877522761575197346294100843954112953560700670255483944599669,1,0.285714285714285714285714285714285714285714285714285714285714,0,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.5,frictionless,corrected_guarded_vs_neutral_guarded,epsilon-dca,35.97495970632816884638477153092645700362768694001503819436,0.00437061806740083641918687749340040887151334420014735499863031,29.454622745188514685464415590158605618515731651757020676735,0.0566985822707796013993074429631987076966256981587653697184,29.454622745188514685464415590158605618515731651757020676735,6.520336961139654160920355940767851385111955288258017517616,0.144646791344550740193161583179546467469311771188346241049057,0.140438988095238095238095238095238095238095238095238095238095,0.877522761575197346294100843954112953560700670255483944599669,0.880565919010606392779292259499123157280178790461516465035795,0.285714285714285714285714285714285714285714285714285714285714,0.428571428571428571428571428571428571428571428571428571428571,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.5,frictionless,neutral_guarded_vs_dca,epsilon-dca,-158.22212669457735247208931419457735247208931419457735247211,-0.0188599595896465846656907663352407748902112127145871751487639,983.072916666666666666666666666666666666666666666666666666665,-9.9243047248803827751196172248803827751196172248803827751197,983.072916666666666666666666666666666666666666666666666666665,-1141.29504336124401913875598086124401913875598086124401913877,0.140438988095238095238095238095238095238095238095238095238095,0,0.880565919010606392779292259499123157280178790461516465035795,1,0.428571428571428571428571428571428571428571428571428571428571,0,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.5,proportional-10bps,corrected_guarded_vs_dca,outside-current-safety-theorem,-121.12370892196151045152626637526208558751358393252491363495,-0.0144522936939533349024087139001742584724690382583636839546706,1012.52521109267727197719802460551767244836567748642049590947,-9.8578166957794676732932547041806935481380805340777861699515,1012.52521109267727197719802460551767244836567748642049590947,-1133.64892001463878242872429098077975803587926141894540954442,0.144646458727525324568171146372216810349766525355202927987067,0.000000000000000000000000000000000000000000000000000000000000142857142857142857142857142857142857142857142857142857142857,0.877415428930900637513608500084253388342224947163853959076392,1,0.285714285714285714285714285714285714285714285714285714285714,0,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.5,proportional-10bps,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,36.00785066162837644044836334713913074334474859147938583564,0.00437849208524116929261462398286627771374744147671155674396744,29.467256674052273931620558448630936141049949591272021340415,0.0568747303267487174680678686826799530634330347844118651759,29.467256674052273931620558448630936141049949591272021340415,6.5405939875761025088278048985081946022947990002073644952285,0.144646458727525324568171146372216810349766525355202927987067,0.140436850631232142577939638022412390901045103985021210652722,0.877415428930900637513608500084253388342224947163853959076392,0.880461860575805036622571081894336427518074539650958055084791,0.285714285714285714285714285714285714285714285714285714285714,0.428571428571428571428571428571428571428571428571428571428571,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.5,proportional-10bps,neutral_guarded_vs_dca,outside-current-safety-theorem,-157.13155958358988689197462972240121633085833252400429947059,-0.0187486947675462006312331250221063303363220514186124306503352,983.057954418624998045577466156886736307315727895148474569054,-9.9146914261062163907613225728633735012015135688621980351274,983.057954418624998045577466156886736307315727895148474569054,-1140.18951400221488493755209587928795263817406041915277403965,0.140436850631232142577939638022412390901045103985021210652722,0.000000000000000000000000000000000000000000000000000000000000142857142857142857142857142857142857142857142857142857142857,0.880461860575805036622571081894336427518074539650958055084791,1,0.428571428571428571428571428571428571428571428571428571428571,0,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.5,fixed-1-usd,corrected_guarded_vs_dca,outside-current-safety-theorem,-122.26756907741056877342193956484001916239147480520416690081,-0.0145887919081105452177402314592219435676469333923690068363087,1012.52287811686100678351510083890745741187532321275329809267,-9.8677430190806223961472786122064997962979721566778909999433,1012.52287811686100678351510083890745741187532321275329809267,-1134.79044719427157555693704040374747657426679801795746499348,0.144646125445265858111930728691272493915982189030393328298953,0,0.877398608520684399670012092652436803067950924728936179466855,1,0.285714285714285714285714285714285714285714285714285714285714,0,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.5,fixed-1-usd,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,36.04956172900888896182526936657943857285573412621529083445,0.00438420058780819633747261227888920112646510284561798377362407,29.47860728352767345018176750557412407854198987941996475934,0.057138734308532308796900016182654908646206471711263705001,29.47860728352767345018176750557412407854198987941996475934,6.570954445481215511643501861005314494313744246795326075115,0.144646125445265858111930728691272493915982189030393328298953,0.140434895833333333333333333333333333333333333333333333333333,0.877398608520684399670012092652436803067950924728936179466855,0.880446167350743243512315114405917511376220749367088876905218,0.285714285714285714285714285714285714285714285714285714285714,0.428571428571428571428571428571428571428571428571428571428571,7,7,weak-valley-score-direction|flat-valley-boundary,
weak-single-valley-primary,weak-single-valley,0.5,fixed-1-usd,neutral_guarded_vs_dca,outside-current-safety-theorem,-158.31713080641945773524720893141945773524720893141945773526,-0.0188901741831611273256869348198410383539943814463310290385837,983.04427083333333333333333333333333333333333333333333333333,-9.9248817533891547049441786283891547049441786283891547049443,983.04427083333333333333333333333333333333333333333333333333,-1141.36140163975279106858054226475279106858054226475279106859,0.140434895833333333333333333333333333333333333333333333333333,0,0.880446167350743243512315114405917511376220749367088876905218,1,0.428571428571428571428571428571428571428571428571428571428571,0,7,7,weak-valley-score-direction|flat-valley-boundary,
strict-single-valley-primary,strict-single-valley,1,frictionless,corrected_guarded_vs_dca,epsilon-dca,0,0,0,0,0,0,0,0,1,1,1,0,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,1,frictionless,corrected_guarded_vs_neutral_guarded,epsilon-dca,0,0,0,0,0,0,0,0,1,1,1,1,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,1,frictionless,neutral_guarded_vs_dca,epsilon-dca,0,0,0,0,0,0,0,0,1,1,1,0,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,1,proportional-10bps,corrected_guarded_vs_dca,outside-current-safety-theorem,0,0,0,0,0,0,0.000000000000000000000000000000000000000000000000000000000000142857142857142857142857142857142857142857142857142857142857,0.000000000000000000000000000000000000000000000000000000000000142857142857142857142857142857142857142857142857142857142857,1,1,1,0,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,1,proportional-10bps,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,0,0,0,0,0,0,0.000000000000000000000000000000000000000000000000000000000000142857142857142857142857142857142857142857142857142857142857,0.000000000000000000000000000000000000000000000000000000000000142857142857142857142857142857142857142857142857142857142857,1,1,1,1,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,1,proportional-10bps,neutral_guarded_vs_dca,outside-current-safety-theorem,0,0,0,0,0,0,0.000000000000000000000000000000000000000000000000000000000000142857142857142857142857142857142857142857142857142857142857,0.000000000000000000000000000000000000000000000000000000000000142857142857142857142857142857142857142857142857142857142857,1,1,1,0,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,1,fixed-1-usd,corrected_guarded_vs_dca,outside-current-safety-theorem,0,0,0,0,0,0,0,0,1,1,1,0,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,1,fixed-1-usd,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,0,0,0,0,0,0,0,0,1,1,1,1,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,1,fixed-1-usd,neutral_guarded_vs_dca,outside-current-safety-theorem,0,0,0,0,0,0,0,0,1,1,1,0,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,0.9,frictionless,corrected_guarded_vs_dca,epsilon-dca,-154.97419432844398429461632332998805463373522298375292777825,-0.0153392787731120763094145725729019826423229075609021821852956,491.829959189175600139379330311778489492344216642660914166057,-4.9754165655201506494922742587828195702006110740493372457254,491.829959189175600139379330311778489492344216642660914166057,-646.804153517619584433995653641766544126079439626413841944302,0.0702614227413108000199113329016826413560491738060944163094367,0,0.950560517204669310346686710252457262208280045494597120554729,1,1,0,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,0.9,frictionless,corrected_guarded_vs_neutral_guarded,epsilon-dca,1.29125270824328676765473894107421642853583928730934328403,0.000129815502563844561416284420428551516876536719992004431699008,73.180901947589061677840868773316951030805755104199375704514,-0.5529973018411213454629702294787902661713070447453079416961,73.180901947589061677840868773316951030805755104199375704514,-71.889649239345774910186129832242734602269915816890032420493,0.0702614227413108000199113329016826413560491738060944163094367,0.0598070081773695054945054945054945054945054945054945054945061,0.950560517204669310346686710252457262208280045494597120554729,0.957911307820113656668288358539984092299649100978962488223217,1,1,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,0.9,frictionless,neutral_guarded_vs_dca,epsilon-dca,-156.26544703668727106227106227106227106227106227106227106228,-0.0154670864080806574708726335997563579869803799292640524700487,418.649057241586538461538461538461538461538461538461538461543,-4.4224192636790293040293040293040293040293040293040293040293,418.649057241586538461538461538461538461538461538461538461543,-574.914504278273809523809523809523809523809523809523809523809,0.0598070081773695054945054945054945054945054945054945054945061,0,0.957911307820113656668288358539984092299649100978962488223217,1,1,0,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,0.9,proportional-10bps,corrected_guarded_vs_dca,outside-current-safety-theorem,-154.23160360428444654991987648010014955450886495328549857154,-0.0152810432416546713686322707491253752682361881091745314518057,491.654996673327386867608578185128015411438143118184215523814,-4.9683584636739371801348342666556012689688231390113054930412,491.654996673327386867608578185128015411438143118184215523814,-645.886600277611833417528454665228164965947008071469714095356,0.0702364280961896266953726540264468593444911633025977450748307,0.000000000000000000000000000000000000000000000000000000000000142857142857142857142857142857142857142857142857142857142857,0.950531608499171944302192154419305619884320834211825270084552,1,1,0,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,0.9,proportional-10bps,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,1.37438716598244068821560459856614308119977384444209773903,0.000138304555044953439543289221885841371525961454293264973300204,73.172815683064229129387280911017564855779118880380681487405,-0.5522956039775522187782436639419340136506103464302967980644,73.172815683064229129387280911017564855779118880380681487405,-71.798428517081788441171676312451421774579345035938583748372,0.0702364280961896266953726540264468593444911633025977450748307,0.0597831687128947368197458996105872072222370034625433620052014,0.950531608499171944302192154419305619884320834211825270084552,0.957888145881566334443453564501364705361030280646099578950152,1,1,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,0.9,proportional-10bps,neutral_guarded_vs_dca,outside-current-safety-theorem,-155.60599077026688723813548107866629263570863879772759631057,-0.0154172155255663292090252678234140604599968481896968482173992,418.482180990263157738221297274110450555659024237803534036409,-4.4160628596963849613565906027136672553182127925810086949768,418.482180990263157738221297274110450555659024237803534036409,-574.088171760530044976356778352776743191367663035531130346984,0.0597831687128947368197458996105872072222370034625433620052014,0.000000000000000000000000000000000000000000000000000000000000142857142857142857142857142857142857142857142857142857142857,0.957888145881566334443453564501364705361030280646099578950152,1,1,0,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,0.9,fixed-1-usd,corrected_guarded_vs_dca,outside-current-safety-theorem,-154.82381919556768354891729652197244264989736181766766998125,-0.0153397344418956290654345964608655566963652295482201078820495,491.395286181025753217182328556123916624927154722962805372588,-4.9709161952045648982007663467545873790371116656971575027215,491.395286181025753217182328556123916624927154722962805372588,-646.219105376593436766099625078096359274824516540630475353795,0.070199326597289393316740332650874845232132450674708972196084,0,0.950554743069598339426308900453571924680855216869841752085309,1,1,0,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,0.9,fixed-1-usd,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,1.29029416616823678075303314835722767977296785266200034846,0.000129849049403473226524390331204597507653573233216281179929969,73.116315139859887832566943940739301240311770107578189987972,-0.5525078536437819311677993137875544120041446327301245356885,73.116315139859887832566943940739301240311770107578189987972,-71.826020973691651051813910792382073560538802254916189639505,0.070199326597289393316740332650874845232132450674708972196084,0.0597541387201665521978021978021978021978021978021978021978023,0.950554743069598339426308900453571924680855216869841752085309,0.957906399796837799763987838631376835637733206156290580119001,1,1,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,0.9,fixed-1-usd,neutral_guarded_vs_dca,outside-current-safety-theorem,-156.11411336173592032967032967032967032967032967032967032971,-0.0154675750413834017691864179267850938484643384131989698412097,418.278971041165865384615384615384615384615384615384615384616,-4.418408341560782967032967032967032967032967032967032967033,418.278971041165865384615384615384615384615384615384615384616,-574.39308440290178571428571428571428571428571428571428571429,0.0597541387201665521978021978021978021978021978021978021978023,0,0.957906399796837799763987838631376835637733206156290580119001,1,1,0,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,0.75,frictionless,corrected_guarded_vs_dca,epsilon-dca,-364.53437418509342751911131955214683546327606632341564248241,-0.0360814548011545824141650965550165368686107387777990172372003,1067.43814762372452441285489731435515032577585751943888439971,-11.0151732446832150148612785912807845060696301834065732837086,1067.43814762372452441285489731435515032577585751943888439971,-1431.97252180881795193196621686650198578905192384285452688212,0.152491163946246360630407842473479307189396551074205554914244,0,0.890390565655392353405840578464854992839272838913163943416193,1,0.714285714285714285714285714285714285714285714285714285714286,0,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,0.75,frictionless,corrected_guarded_vs_neutral_guarded,epsilon-dca,14.57351987397250654682274638191909860265799961065029158354,0.00149871851518920432884714174111326547260519104187285558452437,168.67669179439760133593182039127822724885278059636196132279,-1.1854090147725007291469928769950702203553444691208589979943,168.67669179439760133593182039127822724885278059636196132279,-154.103171920425094789109074009359128646194780985711669739259,0.152491163946246360630407842473479307189396551074205554914244,0.128394493689903846153846153846153846153846153846153846153846,0.890390565655392353405840578464854992839272838913163943416193,0.907572745209243082955627979693978072684417076735282140378377,0.714285714285714285714285714285714285714285714285714285714286,0.714285714285714285714285714285714285714285714285714285714286,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,0.75,frictionless,neutral_guarded_vs_dca,epsilon-dca,-379.10789405906593406593406593406593406593406593406593406595,-0.0375239354994479985642524232772388688774520556388442232007397,898.76145582932692307692307692307692307692307692307692307692,-9.8297642299107142857142857142857142857142857142857142857143,898.76145582932692307692307692307692307692307692307692307692,-1277.86934988839285714285714285714285714285714285714285714286,0.128394493689903846153846153846153846153846153846153846153846,0,0.907572745209243082955627979693978072684417076735282140378377,1,0.714285714285714285714285714285714285714285714285714285714286,0,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,0.75,proportional-10bps,corrected_guarded_vs_dca,outside-current-safety-theorem,-362.94332666905019880321726437715338246442619593474250575937,-0.0359598975792901950323683459311014599617500674698664822829766,1067.34563995356941404262328687685312208704438655195632234665,-11.002222820173997021891081163492357727319004480666914062354,1067.34563995356941404262328687685312208704438655195632234665,-1430.28896662261961284584055125400650455147058248669882810602,0.152477948564795630577517612410979017441006340935993760335236,0.000000000000000000000000000000000000000000000000000000000000142857142857142857142857142857142857142857142857142857142857,0.89030429826633116495023892982948878768750217143043324265346,1,0.714285714285714285714285714285714285714285714285714285714286,0,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,0.75,proportional-10bps,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,14.74717774948191942819178153214197871120456277325020094247,0.00151793150411806837453333982815289675342346003188059889760381,168.650163469613253449651943993537412311934247961978821329605,-1.1838691209240871847804627881645802584671514245286816952856,168.650163469613253449651943993537412311934247961978821329605,-153.902985720131334021460162461395433600729685188728620387128,0.152477948564795630577517612410979017441006340935993760335236,0.128385068069136594370424477554759387110730019798568214431006,0.89030429826633116495023892982948878768750217143043324265346,0.907497000474458936543566905194570865048922159116775844211545,0.714285714285714285714285714285714285714285714285714285714286,0.714285714285714285714285714285714285714285714285714285714286,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,0.75,proportional-10bps,neutral_guarded_vs_dca,outside-current-safety-theorem,-377.69050441853211823140904590929536117563075870799270670184,-0.0374210265283244816880373744682643121498500420842302674219565,898.695476483956160592971342883315709775110138589977501017044,-9.8183536992499098371106183753277774688518530561382323670684,898.695476483956160592971342883315709775110138589977501017044,-1276.38598090248827882438038879261107095074089729797020771889,0.128385068069136594370424477554759387110730019798568214431006,0.000000000000000000000000000000000000000000000000000000000000142857142857142857142857142857142857142857142857142857142857,0.907497000474458936543566905194570865048922159116775844211545,1,0.714285714285714285714285714285714285714285714285714285714286,0,7,7,strict-valley-score-direction|completed-recovery,single-valley
strict-single-valley-primary,strict-single-valley,0.75,fixed-1-usd,corrected_guarded_vs_dca,outside-current-safety-theorem,-364.333377649652115461727274055980582307310837404407113056,-0.0360976579088583289046182031732465018854478996966119815013372,1067.31144494914203952573155035337984304449514167598096832082,-11.0126524815291858075958371108412340411677383006183698567444,1067.31144494914203952573155035337984304449514167598096832082,-1431.64482259879415498745882440936042535180597908038808137677,0.152473063564163148503675935764768549006356448810854424045831,0,0.890292025786107562115962781654848736143586291991493621060976,1,0.714285714285714285714285714285714285714285714285714285714286,0,7,7,strict-valley-score-direction|completed-recovery,single-valley
