episode_id,family,coverage,cost_scenario,comparison,theorem_scope,terminal_wealth_gap,relative_terminal_wealth_gap,terminal_cash_gap,terminal_unit_gap,cash_contribution,unit_contribution,left_cash_drag,right_cash_drag,left_asset_exposure,right_asset_exposure,left_guardrail_activation_frequency,right_guardrail_activation_frequency,left_purchase_count,right_purchase_count,mechanisms,boundary_fixtures
constant-primary,constant,0.9,proportional-10bps,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,0,0,0,0,0,0,0.0499812624921921843781203203000187234733906843016514563748562,0.0499812624921921843781203203000187234733906843016514563748562,0.949971256745064402862799539150619557921277633620564840704902,0.949971256745064402862799539150619557921277633620564840704902,1,1,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.9,proportional-10bps,neutral_guarded_vs_dca,outside-current-safety-theorem,0.19972532464412461289958169950057431957398874845814767784,0.00004998126249219218437812032030001872347339068430165145637946,199.925049968768737512481281200074893893562737206605825499424,-1.9972532464412461289958169950057431957398874845814767782159,199.925049968768737512481281200074893893562737206605825499424,-199.72532464412461289958169950057431957398874845814767782159,0.0499812624921921843781203203000187234733906843016514563748562,0.00000000000000000000000000000000000000000000000000000000000025,0.949971256745064402862799539150619557921277633620564840704902,1,1,0,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.9,fixed-1-usd,corrected_guarded_vs_dca,outside-current-safety-theorem,0,0,199.85,-1.9985,199.85,-199.85,0.0499625,0,0.949987487487487487487487487487487487487487487487487487487487,1,1,0,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.9,fixed-1-usd,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,0,0,0,0,0,0,0.0499625,0.0499625,0.949987487487487487487487487487487487487487487487487487487487,0.949987487487487487487487487487487487487487487487487487487487,1,1,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.9,fixed-1-usd,neutral_guarded_vs_dca,outside-current-safety-theorem,0,0,199.85,-1.9985,199.85,-199.85,0.0499625,0,0.949987487487487487487487487487487487487487487487487487487487,1,1,0,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.75,frictionless,corrected_guarded_vs_dca,epsilon-dca,0,0,500,-5,500,-500,0.125,0,0.875,1,1,0,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.75,frictionless,corrected_guarded_vs_neutral_guarded,epsilon-dca,0,0,0,0,0,0,0.125,0.125,0.875,0.875,1,1,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.75,frictionless,neutral_guarded_vs_dca,epsilon-dca,0,0,500,-5,500,-500,0.125,0,0.875,1,1,0,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.75,proportional-10bps,corrected_guarded_vs_dca,outside-current-safety-theorem,0.49931331161031153224895424875143579893497187114536919456,0.00012495315623048046094530080075004680868347671075412864093864,499.81262492192184378120320300018723473390684301651456374855,-4.9931331161031153224895424875143579893497187114536919455399,499.81262492192184378120320300018723473390684301651456374855,-499.31331161031153224895424875143579893497187114536919455399,0.124953156230480460945300800750046808683476710754128640937138,0.00000000000000000000000000000000000000000000000000000000000025,0.874937517565195306463053490088785700013495677226675237601621,1,1,0,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.75,proportional-10bps,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,0,0,0,0,0,0,0.124953156230480460945300800750046808683476710754128640937138,0.124953156230480460945300800750046808683476710754128640937138,0.874937517565195306463053490088785700013495677226675237601621,0.874937517565195306463053490088785700013495677226675237601621,1,1,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.75,proportional-10bps,neutral_guarded_vs_dca,outside-current-safety-theorem,0.49931331161031153224895424875143579893497187114536919456,0.00012495315623048046094530080075004680868347671075412864093864,499.81262492192184378120320300018723473390684301651456374855,-4.9931331161031153224895424875143579893497187114536919455399,499.81262492192184378120320300018723473390684301651456374855,-499.31331161031153224895424875143579893497187114536919455399,0.124953156230480460945300800750046808683476710754128640937138,0.00000000000000000000000000000000000000000000000000000000000025,0.874937517565195306463053490088785700013495677226675237601621,1,1,0,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.75,fixed-1-usd,corrected_guarded_vs_dca,outside-current-safety-theorem,0,0,499.625,-4.99625,499.625,-499.625,0.12490625,0,0.874968718718718718718718718718718718718718718718718718718719,1,1,0,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.75,fixed-1-usd,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,0,0,0,0,0,0,0.12490625,0.12490625,0.874968718718718718718718718718718718718718718718718718718719,0.874968718718718718718718718718718718718718718718718718718719,1,1,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.75,fixed-1-usd,neutral_guarded_vs_dca,outside-current-safety-theorem,0,0,499.625,-4.99625,499.625,-499.625,0.12490625,0,0.874968718718718718718718718718718718718718718718718718718719,1,1,0,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.5,frictionless,corrected_guarded_vs_dca,epsilon-dca,0,0,875,-8.75,875,-875,0.21875,0,0.78125,1,0.5,0,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.5,frictionless,corrected_guarded_vs_neutral_guarded,epsilon-dca,0,0,0,0,0,0,0.21875,0.21875,0.78125,0.78125,0.5,0.5,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.5,frictionless,neutral_guarded_vs_dca,epsilon-dca,0,0,875,-8.75,875,-875,0.21875,0,0.78125,1,0.5,0,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.5,proportional-10bps,corrected_guarded_vs_dca,outside-current-safety-theorem,0.87400109259493631365515724912571821906243728178037624835,0.000218718773421882812492203101593710984320374929765539156149588,874.875093687531249968812406374843937281499719062156624594189,-8.7400109259493631365515724912571821906243728178037624834584,874.875093687531249968812406374843937281499719062156624594189,-874.00109259493631365515724912571821906243728178037624834584,0.218718773421882812492203101593710984320374929765539156148548,0.00000000000000000000000000000000000000000000000000000000000025,0.781110383073224314871216706206190161228435386902313177675117,1,0.75,0,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.5,proportional-10bps,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,0,0,0,0,0,0,0.218718773421882812492203101593710984320374929765539156148548,0.218718773421882812492203101593710984320374929765539156148548,0.781110383073224314871216706206190161228435386902313177675117,0.781110383073224314871216706206190161228435386902313177675117,0.75,0.75,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.5,proportional-10bps,neutral_guarded_vs_dca,outside-current-safety-theorem,0.87400109259493631365515724912571821906243728178037624835,0.000218718773421882812492203101593710984320374929765539156149588,874.875093687531249968812406374843937281499719062156624594189,-8.7400109259493631365515724912571821906243728178037624834584,874.875093687531249968812406374843937281499719062156624594189,-874.00109259493631365515724912571821906243728178037624834584,0.218718773421882812492203101593710984320374929765539156148548,0.00000000000000000000000000000000000000000000000000000000000025,0.781110383073224314871216706206190161228435386902313177675117,1,0.75,0,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.5,fixed-1-usd,corrected_guarded_vs_dca,outside-current-safety-theorem,0,0,874.75,-8.7475,874.75,-874.75,0.2186875,0,0.781093593593593593593593593593593593593593593593593593593594,1,0.75,0,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.5,fixed-1-usd,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,0,0,0,0,0,0,0.2186875,0.2186875,0.781093593593593593593593593593593593593593593593593593593594,0.781093593593593593593593593593593593593593593593593593593594,0.75,0.75,4,4,neutral-score|constant-price-wealth-identity,constant
constant-primary,constant,0.5,fixed-1-usd,neutral_guarded_vs_dca,outside-current-safety-theorem,0,0,874.75,-8.7475,874.75,-874.75,0.2186875,0,0.781093593593593593593593593593593593593593593593593593593594,1,0.75,0,4,4,neutral-score|constant-price-wealth-identity,constant
monotone-rise-primary,monotone-rise,1,frictionless,corrected_guarded_vs_dca,epsilon-dca,0,0,0,0,0,0,0,0,1,1,1,0,5,5,carried-cash-drag|deferred-exposure-penalty,
monotone-rise-primary,monotone-rise,1,frictionless,corrected_guarded_vs_neutral_guarded,epsilon-dca,0,0,0,0,0,0,0,0,1,1,1,1,5,5,carried-cash-drag|deferred-exposure-penalty,
monotone-rise-primary,monotone-rise,1,frictionless,neutral_guarded_vs_dca,epsilon-dca,0,0,0,0,0,0,0,0,1,1,1,0,5,5,carried-cash-drag|deferred-exposure-penalty,
monotone-rise-primary,monotone-rise,1,proportional-10bps,corrected_guarded_vs_dca,outside-current-safety-theorem,0,0,0,0,0,0,0.0000000000000000000000000000000000000000000000000000000000002,0.0000000000000000000000000000000000000000000000000000000000002,1,1,1,0,5,5,carried-cash-drag|deferred-exposure-penalty,
monotone-rise-primary,monotone-rise,1,proportional-10bps,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,0,0,0,0,0,0,0.0000000000000000000000000000000000000000000000000000000000002,0.0000000000000000000000000000000000000000000000000000000000002,1,1,1,1,5,5,carried-cash-drag|deferred-exposure-penalty,
monotone-rise-primary,monotone-rise,1,proportional-10bps,neutral_guarded_vs_dca,outside-current-safety-theorem,0,0,0,0,0,0,0.0000000000000000000000000000000000000000000000000000000000002,0.0000000000000000000000000000000000000000000000000000000000002,1,1,1,0,5,5,carried-cash-drag|deferred-exposure-penalty,
monotone-rise-primary,monotone-rise,1,fixed-1-usd,corrected_guarded_vs_dca,outside-current-safety-theorem,0,0,0,0,0,0,0,0,1,1,1,0,5,5,carried-cash-drag|deferred-exposure-penalty,
monotone-rise-primary,monotone-rise,1,fixed-1-usd,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,0,0,0,0,0,0,0,0,1,1,1,1,5,5,carried-cash-drag|deferred-exposure-penalty,
monotone-rise-primary,monotone-rise,1,fixed-1-usd,neutral_guarded_vs_dca,outside-current-safety-theorem,0,0,0,0,0,0,0,0,1,1,1,0,5,5,carried-cash-drag|deferred-exposure-penalty,
monotone-rise-primary,monotone-rise,0.9,frictionless,corrected_guarded_vs_dca,epsilon-dca,-137.42365042724462025060864694684466789602937788723071286723,-0.0188466720585935479200834715812815544543126003959630691932201,338.739422232434669083102774397671689401251361402403971633329,-3.1744204843978619288914094756301090486485382619308978966704,338.739422232434669083102774397671689401251361402403971633329,-476.16307265967928933371142134451635729728073928963468450056,0.0677478844464869338166205548795343378802502722804807943266658,0,0.952651954726233120847364664903395131442984902542403160363653,1,1,0,5,5,carried-cash-drag|deferred-exposure-penalty,
