analysis_tier,dataset_id,horizon_months,coverage,corrected_mean_config,cost_scenario,comparison,theorem_scope,attempted_count,preparation_excluded_count,runner_attempted_count,result_excluded_count,sample_count,excluded_count,exclusions_by_reason,mean_terminal_wealth_gap,mean_wealth_ratio,win_count,tie_count,loss_count,median_wealth_ratio,minimum_wealth_ratio,maximum_wealth_ratio,wealth_ratio_quantile_0.05,wealth_ratio_quantile_0.10,wealth_ratio_quantile_0.25,wealth_ratio_quantile_0.75,wealth_ratio_quantile_0.90,wealth_ratio_quantile_0.95,mean_relative_terminal_wealth_gap,median_relative_terminal_wealth_gap,minimum_relative_terminal_wealth_gap,maximum_relative_terminal_wealth_gap,downside_quantile_0.05,downside_quantile_0.10,downside_quantile_0.25,worst_observed_relative_shortfall,mean_terminal_cash_gap,mean_terminal_unit_gap,mean_cash_contribution,mean_unit_contribution,mean_identity_residual,mean_left_cash_drag,mean_right_cash_drag,mean_left_asset_exposure,mean_right_asset_exposure,mean_left_guardrail_activation_frequency,mean_right_guardrail_activation_frequency,mean_left_guardrail_floor,mean_right_guardrail_floor,mean_left_total_fees,mean_right_total_fees,mean_left_purchase_count,mean_right_purchase_count,schedule_id,design_tier,uncertainty_status
robustness,btc-usd-daily,36,0.6,identity-a0-b0,frictionless,neutral_guarded_vs_dca,epsilon-dca,96,0,96,0,96,0,{},-7028.86873078596427198010450323766801165789557353347394323851,0.960398946367609239482207787747947947533468357904750132229567,1,0,95,0.96336004572617050596974067772069042881114263908651001968345,0.915630746292991369265971749155895790541280572289514132117605,1.00115930998574228463313643758048632671559200131660031155963,0.923266005490270129465491757279918665111035366527886464314151,0.92847294859120220844126677803354821053639786594303807574308,0.938371024046722802365309958506492393548813253693304433100533,0.979155461248422898082731175834101616729190208579975463296706,0.99375976913045394848980057537616733648093147116430479448764,0.995305929883979653393139276870059630530993196834588375297228,-0.0396010536323907605177922122520520524665316420952498677704358,-0.036639954273829494030259322279309571188857360913489980316548,-0.0843692537070086307340282508441042094587194277104858678823946,0.00115930998574228463313643758048632671559200131660031155963053,-0.0767339945097298705345082427200813348889646334721135356858491,-0.0715270514087977915587332219664517894636021340569619242569204,-0.0616289759532771976346900414935076064511867463066955668994669,0.0843692537070086307340282508441042094587194277104858678823946,999.999999950988072432680879520998730907204529874879850865985,-0.7574047411928960331832003355298968359773915937897268250369,999.999999950988072432680879520998730907204529874879850865985,-8028.86873073695234441278538275866674256510010340835379410444,-0.00000000000000000000000000000000000000000000000000000000903125,0.0277777777764163353453522466533610758585334591631911069685001,0,0.987481003284769874185000109251250678136316691751641320283934,1,0.0940393518518518518518518518518518518518518518518518518518502,0,33.0724095422822088223425748176125842767671106160118599404653,,0,0,36,36,primary-monthly-robustness-coverage,primary,not-run-robustness
robustness,btc-usd-daily,36,0.6,identity-a0-b0,proportional-10bps,corrected_guarded_vs_dca,outside-current-safety-theorem,96,0,96,0,96,0,{},-9806.25222422068351713532970373753836961318632188602805348707,0.952181090049035524713500951150027775869289343189129385374582,5,0,91,0.963201159652367527312775302050633742802371020510761938255815,0.885814817709106836795008643320872832280520124890175239788767,1.00811322909742994037518116352492709671328150637892513276625,0.89374162760783638587650816501827087852258078786709015056477,0.896829113068649356933856926896793278368841125622199534999198,0.916372912567198421853462160329259031581869012978400559212742,0.982711962114422639883191473625287784803691641933848201481035,0.996241680756827287408748403726049710828780167563624267828854,1.00049226460017551279894014424109098665303625827778527293782,-0.0478189099509644752864990488499722241307106568108706146254181,-0.0367988403476324726872246979493662571976289794892380617441836,-0.114185182290893163204991356679127167719479875109824760211233,0.00811322909742994037518116352492709671328150637892513276625285,-0.10625837239216361412349183498172912147741921213290984943523,-0.103170886931350643066143073103206721631158874377800465000802,-0.0836270874328015781465378396707409684181309870215994407872577,0.114185182290893163204991356679127167719479875109824760211233,2500.18683236026275138533262426903378404203894098841454408052,-1.19923252276869672348434771444798777475238811072413938792236,2500.18683236026275138533262426903378404203894098841454408052,-12306.4390565809462685206623280065721536552252628744425975674,-0.0000000000000000000000000000000000000000000000000000000109270833333333333333333333333333333333333333333333333333333,0.069449634232229520871814795118584271778945526138567070668903,0.0000000000000000000000000000000000000000000000000000000000000277777777777777777777777777777777777777777777777777777777793,0.977820247165229736615434626921857390979996739357011806247193,1,0.0975115740740740740740740740740740740740740740740740740740722,0,33.4720757560988461904078751537251928242209136672886668353462,,33.4663468208189183302843829927382279879699910679436418141057,35.9640359640359640359640359640359640359640359640359640359611,36,36,primary-monthly-robustness-coverage,primary,not-run-robustness
robustness,btc-usd-daily,36,0.6,identity-a0-b0,proportional-10bps,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,96,0,96,0,96,0,{},-2785.62362617983452832475007065257548255983616018722668898728,0.991118053308029176749037853812708622617722252608571503955477,40,0,56,0.99476859156741075062733143934433239836010073553453479904524,0.955735642306037333701110107546981165433601604456918070912861,1.01358344961592588575036115987819964757788933814087182072182,0.959350442547177793445746248274182037526306411734574601774747,0.962667292530213526921573569606796923069709542619740945337934,0.983764808239265975401974643078381424303279762495448312989117,1.00320397775838621436072424781566245433526633462122624425283,1.00720495852110917958307878616638817479287670331551653500046,1.00961734714814785786560363211220439947536517507538960126146,-0.00888194669197082325096214618729137738227774739142849604452009,-0.0052314084325892493726685606556676016398992644654652009547612,-0.0442643576939626662988898924530188345663983955430819290871386,0.0135834496159258857503611598781996475778893381408718207218247,-0.0406495574528222065542537517258179624736935882654253982252526,-0.0373327074697864730784264303932030769302904573802590546620654,-0.0162351917607340245980253569216185756967202375045516870108834,0.0442643576939626662988898924530188345663983955430819290871386,1500.18683240932032967078911869625827749908214915887863508536,-0.442614550788474069848757450260467558616435773787817808333965,1500.18683240932032967078911869625827749908214915887863508536,-4285.81045858915485799553918934883376005891830934610532407257,-0.0000000000000000000000000000000000000000000000000000000170416666666666666666666666666666666666666666666666666666667,0.069449634232229520871814795118584271778945526138567070668903,0.0277777777764150672698484307103548751817487997730426641387541,0.977820247165229736615434626921857390979996739357011806247193,0.987468724269105553887371652332216740699260246384447547633796,0.0975115740740740740740740740740740740740740740740740740740722,0.0940393518518518518518518518518518518518518518518518518518502,33.4720757560988461904078751537251928242209136672886668353462,33.0908576179284993832324396731642025273948876055230835809622,33.4663468208189183302843829927382279879699910679436418141057,34.9650349650839736046807757187085159774795636445259381528517,36,36,primary-monthly-robustness-coverage,primary,not-run-robustness
robustness,btc-usd-daily,36,0.6,identity-a0-b0,proportional-10bps,neutral_guarded_vs_dca,outside-current-safety-theorem,96,0,96,0,96,0,{},-7020.62859804084898881057963308496288705335016169880136449981,0.960412852769776019035532367738207607527685033238151857798218,1,0,95,0.963376929232953012623428924261598657601372117237365525234755,0.915642620509005419584262262243829943934682455194266240199558,1.00117876003941783314052912449594105680126464583570270936046,0.923280306935605017726497910506503590769792490884906270466956,0.928489522221185434382563060794590187728842894401782119348922,0.938378935257625258330134817370675712052981254305707510275734,0.979183736065111019657320722162898177639910153627774631150679,0.99377360092949738939586359847960989034117649258420526309526,0.995319484721544784267497739653546769127330297071856742168346,-0.0395871472302239809644676322617923924723149667618481422017802,-0.0366230707670469873765710757384013423986278827626344747652469,-0.0843573794909945804157377377561700560653175448057337598004415,0.00117876003941783314052912449594105680126464583570270936045538,-0.0767196930643949822735020894934964092302075091150937295330437,-0.0715104777788145656174369392054098122711571055982178806510772,-0.0616210647423747416698651826293242879470187456942924897242668,0.0843573794909945804157377377561700560653175448057337598004415,999.999999950942421714543505572775506542956791829535908995156,-0.756617971980222653635590264187520216135952336936321579588409,999.999999950942421714543505572775506542956791829535908995156,-8020.62859799179141052512313865773839359630695352833727349492,0.00000000000000000000000000000000000000000000000000000000466666666666666666666666666666666666666666666666666666666667,0.0277777777764150672698484307103548751817487997730426641387541,0.0000000000000000000000000000000000000000000000000000000000000277777777777777777777777777777777777777777777777777777777793,0.987468724269105553887371652332216740699260246384447547633796,1,0.0940393518518518518518518518518518518518518518518518518518502,0,33.0908576179284993832324396731642025273948876055230835809622,,34.9650349650839736046807757187085159774795636445259381528517,35.9640359640359640359640359640359640359640359640359640359611,36,36,primary-monthly-robustness-coverage,primary,not-run-robustness
robustness,btc-usd-daily,36,0.8,identity-a0-b0,fixed-1-usd,corrected_guarded_vs_dca,outside-current-safety-theorem,96,0,96,0,96,0,{},-8979.87147458452995347860545576663680031543053109007152297658,0.958810452229760718534858257036837914700510207998106339060656,8,0,88,0.96417350103786703481272396312071606575034356594281968808975,0.90156340495787237401369826875201900168200232968271617154643,1.00644235808287611060478223565213739562178093162341580289623,0.905465514845291976249488367317138120381288292033257854978461,0.910358003498645536609392997327512531418410681066969556827382,0.936379109215483567317430000514275213305402505434468131296494,0.984419313717353914611949794275212208358392226646485274451612,0.999220883331523220339000132792712995949712137533453588102761,1.00309950857642880234246605222909687123169989232608128675248,-0.0411895477702392814651417429631620852994897920018936609393433,-0.0358264989621329651872760368792839342496564340571803119102492,-0.0984365950421276259863017312479809983179976703172838284535698,0.00644235808287611060478223565213739562178093162341580289623163,-0.0945344851547080237505116326828618796187117079667421450215387,-0.0896419965013544633906070026724874685815893189330304431726181,-0.0636208907845164326825699994857247866945974945655318687035068,0.0984365950421276259863017312479809983179976703172838284535698,2500.17684042877813185199874520413030507599517971521215153134,-1.0910251161337129646716219946113434278813867458906164445593,2500.17684042877813185199874520413030507599517971521215153134,-11480.048315013308085330604200970767105391425710805283674508,-0.00000000000000000000000000000000000000000000000000000001521875,0.0694493566785771703292221873667813973632220883254225597647604,0,0.977977672893957492573532790243132475508481804045127831971651,1,0.225983796296296296296296296296296296296296296296296296296289,0,98.683759276327915638239084456380319221488640898852110955972,,36,36,36,36,primary-monthly-robustness-coverage,primary,not-run-robustness
robustness,btc-usd-daily,36,0.8,identity-a0-b0,fixed-1-usd,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,96,0,96,0,96,0,{},-2665.13088031739730573851176571144774068851309309824386439977,0.992547573050048151307328135979430429604058521929961205066421,43,0,53,0.996376497310572271392532180200466206620648288166792025984315,0.956990483811108280449822450264563577596508867763504799833516,1.01463253718417220892686376185540105699915797699256026626604,0.960273889385423840594561969243247489550656780596562459481027,0.963593246238944831968928465529079373294385048196272249264194,0.984825775409200089715599813733810265120181715011336432942023,1.00389712546811594994060790002657194272511104953414609891842,1.0081360317127109366995022656561184415804969267406929119516,1.01103807771734179090558431519206816220415281993020021287618,-0.00745242694995184869267186402056957039594147807003879493358566,-0.0036235026894277286074678197995337933793517118332079740156852,-0.0430095161888917195501775497354364224034911322364952001664843,0.0146325371841722089268637618554010569991579769925602662660404,-0.0397261106145761594054380307567525104493432194034375405189729,-0.0364067537610551680310715344709206267056149518037277507358061,-0.015174224590799910284400186266189734879818284988663567057977,0.0430095161888917195501775497354364224034911322364952001664843,1500.1768416716903226514745236458813233080329362594458029215,-0.425266834880856492384003475630836599522610228395157409033127,1500.1768416716903226514745236458813233080329362594458029215,-4165.30772198908762838998628935732906399654602935768966732132,0.00000000000000000000000000000000000000000000000000000000747916666666666666666666666666666666666666666666666666666667,0.0694493566785771703292221873667813973632220883254225597647604,0.0277777777432524391444590061543958050491100623182157319058292,0.977977672893957492573532790243132475508481804045127831971651,0.987547882575997715820175116033188040838158851580107639923251,0.225983796296296296296296296296296296296296296296296296296289,0.214120370370370370370370370370370370370370370370370370370367,98.683759276327915638239084456380319221488640898852110955972,94.406690673436568422338642658996528020232686295291943620978,36,36,36,36,primary-monthly-robustness-coverage,primary,not-run-robustness
robustness,btc-usd-daily,36,0.8,identity-a0-b0,fixed-1-usd,neutral_guarded_vs_dca,outside-current-safety-theorem,96,0,96,0,96,0,{},-6314.74059426713264774009369005518905962691743799182765857677,0.96577209487604735409586850007154358946199123062148633338712,1,0,95,0.966420355749462083365823772137967649317284067201606084547355,0.932594997547609462120779826937910698476995925818904907831687,1.00099142410618725118605800842622463230161380128262417840087,0.93752590651321788530352210989228836165195562654258533885521,0.940511470729487011945853208924690729431504509945255134298222,0.948004270968788733001528722855069884984106527188413848737136,0.978380166198853189382393864180225869537548316997711099146795,0.993749509466787260871129262190545042462588313342931409544025,0.995716084851351804047001312057512120717749197050960507090578,-0.0342279051239526459041314999284564105380087693785136666128824,-0.033579644250537916634176227862032350682715932798393915452646,-0.0674050024523905378792201730620893015230040741810950921683129,0.000991424106187251186058008426224632301613801282624178400872485,-0.0624740934867821146964778901077116383480443734574146611447902,-0.0594885292705129880541467910753092705684954900547448657017777,-0.0519957290312112669984712771449301150158934728115861512628633,0.0674050024523905378792201730620893015230040741810950921683129,999.999998757087809200524221558248981767962243455766348609842,-0.665758281252856472287618518980506828358776517495459035526164,999.999998757087809200524221558248981767962243455766348609842,-7314.74059302422045694061791161343804139487968144759400718662,-0.0000000000000000000000000000000000000000000000000000000217916666666666666666666666666666666666666666666666666666667,0.0277777777432524391444590061543958050491100623182157319058292,0,0.987547882575997715820175116033188040838158851580107639923251,1,0.214120370370370370370370370370370370370370370370370370370367,0,94.406690673436568422338642658996528020232686295291943620978,,36,36,36,36,primary-monthly-robustness-coverage,primary,not-run-robustness
robustness,btc-usd-daily,36,0.8,identity-a0-b0,frictionless,corrected_guarded_vs_dca,epsilon-dca,96,0,96,0,96,0,{},-8981.3681988212559051417333381807979218242667325377473291722,0.958841353903107564542553548541516155809597117765556303921285,8,0,88,0.96422171141663202711138897566935744145841704496795596009644,0.901643960771335714976253313112777244709898137116875096466465,1.00643580634622515801870629733451167345883380157777619643009,0.905546033806098669972832000692355257205704104336686065645194,0.910429618643060806595562182549981837983618425270074941213058,0.936419730108647743502108158597282535797274272979187368853473,0.984408812030069447376608404508312472218255704677638814493839,0.999218374102437828347739958485345458243576705011064628593864,1.00309862135136263373709940233255794850964339581721952354698,-0.0411586460968924354574464514584838441904028822344436960787131,-0.0357782885833679728886110243306425585415829550320440399035608,-0.0983560392286642850237466868872227552901018628831249035335349,0.00643580634622515801870629733451167345883380157777619643009036,-0.0944539661939013300271679993076447427942958956633139343548066,-0.0895703813569391934044378174500181620163815747299250587869413,-0.0635802698913522564978918414027174642027257270208126311465272,0.0983560392286642850237466868872227552901018628831249035335349,2500.17688771861894874705827340303832652574412547273741195159,-1.09121209448923435746506218177570833619359298732870979932202,2500.17688771861894874705827340303832652574412547273741195159,-11481.5450865398748538887916115838362483500108580104847411236,-0.0000000000000000000000000000000000000000000000000000000782708333333333333333333333333333333333333333333333333333333,0.0694493579921838596874182853723066201812706701520204836653221,0,0.978000368535088395823164277134877651422993553010938847583028,1,0.225694444444444444444444444444444444444444444444444444444436,0,98.5721248147768211795671285003565258478675325170298078858795,,0,0,36,36,primary-monthly-robustness-coverage,primary,not-run-robustness
robustness,btc-usd-daily,36,0.8,identity-a0-b0,frictionless,corrected_guarded_vs_neutral_guarded,epsilon-dca,96,0,96,0,96,0,{},-2665.44452740908550382016391876007962350063289600300395808071,0.992552731797020314391592953159596512553310415697418622539553,43,0,53,0.996376173224575153981101632678436549115327132486211983843875,0.957029193224783965335500532534715092370343554992659646221204,1.01462252121342150853594137434633939499075814410878504648362,0.960315659926139130994939367177515675253159551253866203810656,0.963631687955451611600347540476352910303971847231000791513525,0.984839565443227744146976252909657526722147024862594871134682,1.00388715002153089990458637677055889114109220953284135680702,1.00812563278500350784429200497498619334373765130720043925312,1.01102838534767725918231302942652358392281519438696919743426,-0.00744726820297968560840704684040348744668958430258137746044922,-0.00362382677542484601889836732156345088467286751378801615612664,-0.0429708067752160346644994674652849076296564450073403537787959,0.0146225212134215085359413743463393949907581441087850464836168,-0.0396843400738608690050606328224843247468404487461337961893432,-0.0363683120445483883996524595236470896960281527689992084864749,-0.0151604345567722558530237470903424732778529751374051288653178,0.0429708067752160346644994674652849076296564450073403537787959,1500.17688895262496317917959011730316808717686242746817346029,-0.425314537478666635145747246122641566074785740210275980760776,1500.17688895262496317917959011730316808717686242746817346029,-4165.62141636171046699934350887738279158780975843047213154094,-0.0000000000000000000000000000000000000000000000000000000904479166666666666666666666666666666666666666666666666666667,0.0694493579921838596874182853723066201812706701520204836653221,0.0277777777434998329324410745357148655121824239734797010692031,0.978000368535088395823164277134877651422993553010938847583028,0.987560583991432052137027801300461998336015565842242836095578,0.225694444444444444444444444444444444444444444444444444444436,0.213831018518518518518518518518518518518518518518518518518515,98.5721248147768211795671285003565258478675325170298078858795,94.3075478983118854601544311248475049745025032813572769755034,0,0,36,36,primary-monthly-robustness-coverage,primary,not-run-robustness
robustness,btc-usd-daily,36,0.8,identity-a0-b0,frictionless,neutral_guarded_vs_dca,epsilon-dca,96,0,96,0,96,0,{},-6315.92367141217040132156941942071829832363383653474337109152,0.965798579775331592970157022919783669271119991509655987113073,1,0,95,0.966443630095837504288755311306224710136758975616234945449865,0.932639206820955578644554798182289663138149697992273537685858,1.00098969961979810472133422152720140707238288736156096284684,0.937565782939814644867601071111602941553307797811271237710451,0.940557647222394450375354334020006006460427209344933579621968,0.948032944927298781465598997064738457828081402344886291649518,0.978394328345669247824218697245178194732223684133230919103743,0.993754901642671341168768705966713214225716756683231763330414,0.995719282208535351066456242139979803589501315670779420775812,-0.0342014202246684070298429770802163307288800084903440128869229,-0.0335563699041624957112446886937752898632410243837650545501357,-0.067360793179044421355445201817710336861850302007726462314142,0.000989699619798104721334221527201407072382887361560962846844457,-0.0624342170601853551323989288883970584466922021887287622895491,-0.0594423527776055496246456659799939935395727906550664203780323,-0.0519670550727012185344010029352615421719185976551137083504822,0.067360793179044421355445201817710336861850302007726462314142,999.99999876599398556787868328573515843856726304526923849131,-0.665897557010567722319314935653066770118807247118433818561232,999.99999876599398556787868328573515843856726304526923849131,-7315.92367017816438688944810270645345676220109958001260958284,0.0000000000000000000000000000000000000000000000000000000118229166666666666666666666666666666666666666666666666666667,0.0277777777434998329324410745357148655121824239734797010692031,0,0.987560583991432052137027801300461998336015565842242836095578,1,0.213831018518518518518518518518518518518518518518518518518515,0,94.3075478983118854601544311248475049745025032813572769755034,,0,0,36,36,primary-monthly-robustness-coverage,primary,not-run-robustness
robustness,btc-usd-daily,36,0.8,identity-a0-b0,proportional-10bps,corrected_guarded_vs_dca,outside-current-safety-theorem,96,0,96,0,96,0,{},-8969.24722338793773363836480883113459367959742818136596333564,0.958866816465622193223412982424781483963047981862882908440766,8,0,88,0.96423299287813425667081209647196151053696041022439438072807,0.901668839440167582249315846936564531215339289438241668937274,1.00645859522179586735096981940574357806798267582434744337747,0.905565158011376125856350251788621550162022730335970517705658,0.910446329294862666985248612835591408113463078643265539330582,0.93645137856596292274648183504797481884533097839585666025545,0.984437721877740103093905274421851587242413513067443966599839,0.999246682473682419069794860800542227619327796313836002840732,1.00312125839287160460147952983180640516231644967753522441847,-0.0411331835343778067765870175752185160369520181371170915592315,-0.0357670071218657433291879035280384894630395897756056192719306,-0.0983311605598324177506841530634354687846607105617583310627257,0.00645859522179586735096981940574357806798267582434744337746616,-0.0944348419886238741436497482113784498379772696640294822943411,-0.0895536707051373330147513871644085918865369213567344606694177,-0.06354862143403707725351816495202518115466902160414333974455,0.0983311605598324177506841530634354687846607105617583310627257,2500.17687079824480021578611341218482789973929340839100442471,-1.09004308290260200320323565841235529397685099747774949497221,2500.17687079824480021578611341218482789973929340839100442471,-11469.4240941861825338541509222433194215793367215897569677604,0.00000000000000000000000000000000000000000000000000000003665625,0.0694493575221734666726607253725606896638816470391219723451304,0.0000000000000000000000000000000000000000000000000000000000000277777777777777777777777777777777777777777777777777777777793,0.977978987945987654805963185169125522801332082578543952287112,1,0.225694444444444444444444444444444444444444444444444444444436,0,98.6180815548077876776601073600979217611890061422995801502816,,33.4663567724293258739103035830048103617385221844072017937816,35.9640359640359640359640359640359640359640359640359640359611,36,36,primary-monthly-robustness-coverage,primary,not-run-robustness
robustness,btc-usd-daily,36,0.8,identity-a0-b0,proportional-10bps,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,96,0,96,0,96,0,{},-2661.2003856310980843849679401085793307907085601541195969967,0.992562947808125142995845268347063390763591422966215334194246,43,0,53,0.99638831832497870194457603288277172115884949299676585069029,0.957043633291342885162233049838503607216080510125020154761531,1.01462940621985185223535695059716048342790194001085480805582,0.960323162111299418782325469775180988416430243495153942209476,0.963649243749432144352724780139224866165138973064665249080994,0.984853462815509813448558442515370216306232922191568840928514,1.00388488654195188997234770893240303024860478441030877950138,1.00813826021973355418293308360889563254437749417707739343394,1.0110341011944425477595159232077739563467846084908653568663,-0.00743705219187485700415473165293660923640857703378466580574877,-0.00361168167502129805542396711722827884115050700323414930971184,-0.0429563667086571148377669501614963927839194898749798452384688,0.0146294062198518522353569505971604834279019400108548080558219,-0.0396768378887005812176745302248190115835697565048460577905235,-0.0363507562505678556472752198607751338348610269353347509190062,-0.0151465371844901865514415574846297836937670778084311590714865,0.0429563667086571148377669501614963927839194898749798452384688,1500.1768720374641700388302347145050912943030173271040021582,-0.424876731773178039221625147129178667580919168195160989493573,1500.1768720374641700388302347145050912943030173271040021582,-4161.37725766856225442379817482308442208501157748122359915492,-0.0000000000000000000000000000000000000000000000000000000154583333333333333333333333333333333333333333333333333333333,0.0694493575221734666726607253725606896638816470391219723451304,0.027777777743355017504915441074935548239039896557813527840736,0.977978987945987654805963185169125522801332082578543952287112,0.987548402542715212286002425870057881915403318595824093092236,0.225694444444444444444444444444444444444444444444444444444436,0.214120370370370370370370370370370370370370370370370370370367,98.6180815548077876776601073600979217611890061422995801502816,94.3564491609913346432121142574835715767279715671401664462131,33.4663567724293258739103035830048103617385221844072017937816,34.9650349662729464233996444768254947686259377861325804173164,36,36,primary-monthly-robustness-coverage,primary,not-run-robustness
robustness,btc-usd-daily,36,0.8,identity-a0-b0,proportional-10bps,neutral_guarded_vs_dca,outside-current-safety-theorem,96,0,96,0,96,0,{},-6308.04683775683964925339686872255526288888886802724636633892,0.965814304091612119579709691275804418934217037397759591758852,1,0,95,0.96646519521753455683461375640360828030934566256323880413481,0.932655178979062256324862638795104617501358439817690993178725,1.00101044404295873349087798212959949920405024719201756487549,0.937584246479868579101513657624056163360462427812259043247298,0.940570345019201647928792753553404938979254330262229946419462,0.948057381021684946653053002555366441058105501055755184719596,0.978411378372146828611887630625901193301611831042907229575026,0.993768151038129426814444944461410101621976114842152961271862,0.995734173407779677171861891803029845053408048175027177729761,-0.0341856959083878804202903087241955810657829626022404082411481,-0.0335348047824654431653862435963917196906543374367611958651924,-0.0673448210209377436751373612048953824986415601823090068212751,0.00101044404295873349087798212959949920405024719201756487549013,-0.0624157535201314208984863423759438366395375721877409567527023,-0.0594296549807983520712072464465950610207456697377700535805372,-0.0519426189783150533469469974446335589418944989442448152804045,0.0673448210209377436751373612048953824986415601823090068212751,999.999998760780630176955878697679736605436276081287002266505,-0.665166351129423963981610511283176626395931829282588505478633,999.999998760780630176955878697679736605436276081287002266505,-7308.04683651762027943035274742023499949432514410853336860549,0.0000000000000000000000000000000000000000000000000000000480520833333333333333333333333333333333333333333333333333333,0.027777777743355017504915441074935548239039896557813527840736,0.0000000000000000000000000000000000000000000000000000000000000277777777777777777777777777777777777777777777777777777777793,0.987548402542715212286002425870057881915403318595824093092236,1,0.214120370370370370370370370370370370370370370370370370370367,0,94.3564491609913346432121142574835715767279715671401664462131,,34.9650349662729464233996444768254947686259377861325804173164,35.9640359640359640359640359640359640359640359640359640359611,36,36,primary-monthly-robustness-coverage,primary,not-run-robustness
robustness,btc-usd-daily,36,0.95,identity-a0-b0,fixed-1-usd,corrected_guarded_vs_dca,outside-current-safety-theorem,96,0,96,0,96,0,{},-4276.87218699200049628068788488533111578775714572492738112377,0.981264549513708688666805776157647523323405337853386656582264,7,0,89,0.9781811845272168682170136764448416666046920709223443073498,0.953843352490495433732863310582104410327328700180779435688991,1.00510534496911162729046925020446521188181520541263462901778,0.958400742524590641319160381247943444012176802066373671059286,0.962989495827469846748981925000210674075724006272963225774231,0.972354081449149671371983904697737215070946236938552475244976,0.9943953784044152873984693830037321822683792745994556187052,0.998877875287305681724182380742495188051771486422503664368496,1.00086048006035780974607368776149133539948693658236290469178,-0.0187354504862913113331942238423524766765946621466133434177362,-0.0218188154727831317829863235551583333953079290776556926502015,-0.0461566475095045662671366894178955896726712998192205643110089,0.00510534496911162729046925020446521188181520541263462901777946,-0.0415992574754093586808396187520565559878231979336263289407144,-0.0370105041725301532510180749997893259242759937270367742257692,-0.0276459185508503286280160953022627849290537630614475247550238,0.0461566475095045662671366894178955896726712998192205643110089,1875.853626362015207262385448536427854535317505677452929802,-0.50557719561626813772466477605319702098896326000269308719048,1875.853626362015207262385448536427854535317505677452929802,-6152.72581335401570354307333342175897032307465140238031092578,0.00000000000000000000000000000000000000000000000000000004175,0.0521070451767226446461773735704563292926477084910403591611661,0,0.981829976408544764103387816168004783956162049821389712543586,1,0.924479166666666666666666666666666666666666666666666666666662,0,512.457268729479367399574327882235417583152206138501299823859,,36,36,36,36,primary-monthly-robustness-coverage,primary,not-run-robustness
robustness,btc-usd-daily,36,0.95,identity-a0-b0,fixed-1-usd,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,96,0,96,0,96,0,{},-954.392664637318493393645256913979469966370085886289623019695,0.997539892466596582628979474697221396273528837836670674130758,36,0,60,0.998777255512639454140994747814311393193138560818806360169615,0.983747696920041703047943544649147642153944679000541716231902,1.00569187980588700856331276031506986425292671405052824618566,0.98864908416954662136718329975456800322558054175837542550767,0.990273110156223285468549910829822196130043755982876567044705,0.995590306347263686950448910139078074711443800841044036176303,1.00129695763062669824648279692244539103544065440055796966535,1.0025709883157194279458835348563066992909504610003423822231,1.00357427438192507895797647802437244462541569569340498686346,-0.00246010753340341737102052530277860372647116216332932586924622,-0.00122274448736054585900525218568860680686143918119363983038396,-0.0162523030799582969520564553508523578460553209994582837680979,0.00569187980588700856331276031506986425292671405052824618566471,-0.0113509158304533786328167002454319967744194582416245744923304,-0.00972688984377671453145008917017780386995624401712343295529462,-0.00440969365273631304955108986092192528855619915895596382369658,0.0162523030799582969520564553508523578460553209994582837680979,887.203762187450597675506494123726790799344962301625298748059,-0.145772076089057362663456583414854152611428142119455921183989,887.203762187450597675506494123726790799344962301625298748059,-1841.59642682476909106915175103770626076571504818791492176784,0.0000000000000000000000000000000000000000000000000000000799302083333333333333333333333333333333333333333333333333333,0.0521070451767226446461773735704563292926477084910403591611661,0.027462496227071239155191082067019473992665903982661878640387,0.981829976408544764103387816168004783956162049821389712543586,0.988017640361013104420878241944739504532986823756799526148545,0.924479166666666666666666666666666666666666666666666666666662,0.700810185185185185185185185185185185185185185185185185185185,512.457268729479367399574327882235417583152206138501299823859,388.556001091557094207363516302407843278100155784391267837905,36,36,36,36,primary-monthly-robustness-coverage,primary,not-run-robustness
