slice_id,label,evidence_layer,analysis_tier,evidence_scope,coverage,comparison,comparison_role,cell_count,sample_count_minimum,sample_count_maximum,median_of_cell_medians,minimum_cell_median,maximum_cell_median,minimum_cell_downside_0.05,maximum_worst_observed_relative_shortfall,median_left_cash_drag,median_left_asset_exposure,median_left_guardrail_activation_frequency,median_left_guardrail_floor_per_deposit,median_left_purchase_count,mean_terminal_wealth_gap_per_contributed_capital,mean_cash_contribution_per_contributed_capital,mean_unit_contribution_per_contributed_capital,normalized_cash_unit_identity_residual,cost_scope,aggregation
stochastic-primary,Stochastic primary families,stochastic,primary,controlled sensitivity,1,neutral_guarded_vs_dca,safety-architecture behavior,15,3,3,0,0,0,0,0,0,1,1,1,36,0,0,0,0,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,confirmatory,confirmatory H1/H2 and secondary architecture,0.5,corrected_guarded_vs_dca,complete-system performance,6,72,383,-0.023227605612168067947058106903014237812085690892574295241739575,-0.0459315460329597585944088669914816089333859199860058448171075,-0.00874935441149618355858610381305950564643156572437310779908109,-0.152921904735948742138796686163595922689015045202746063765685,0.189611780781547562984364320842401007969149349288862746889323,0.0610623277299363709582972335114040066729009769615418925458321,0.975155797159418810976439295242004244295610926331147343708215,0.0675596274373259052924791086350974930362116991643454038997260,0.02112434496814441995199648746355629477941033856311254009977495,36,-0.1620460999767612712830259869316322626440915871231948843159504629629629629629629629629629629629629630,0.06300491364825432379580680186314080103718450479218231837526213888888888888888888888888888888888888888,-0.2250510136250155950788327887947730636812760919153772026912139074074074074074074074074074074074074075,-1.3055555555555555555555555555555555555556E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,confirmatory,confirmatory H1/H2 and secondary architecture,0.5,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,72,383,-0.001565336233726045306154547551921667667788866686114237200093186,-0.00545342713737186257617090539443406886427217667683250453271505,-0.0000921596132481172542399792767691365687246086092952844285046726,-0.0441014503999232385726791732010573265668454713805957259459206,0.069286604037190241432098271447774810237285329677279287257761,0.0610623277299363709582972335114040066729009769615418925458321,0.975155797159418810976439295242004244295610926331147343708215,0.0675596274373259052924791086350974930362116991643454038997260,0.02112434496814441995199648746355629477941033856311254009977495,36,-0.03955979249475771740529308043536090166782414179793213088243328060185185185185185185185185185185185183,0.02042618810787877213172240296602760959255454511484306229047223796296296296296296296296296296296296295,-0.05998598060263648953701548340138851126037868691277519317290569074074074074074074074074074074074074075,-1.7217592592592592592592592592592592592597E-61,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,secondary,confirmatory H1/H2 and secondary architecture,0.5,neutral_guarded_vs_dca,safety-architecture behavior,6,72,383,-0.0236958812348795479560679103719428255861914011622241697836725,-0.0436523286914362512249819879531330378151278151589582921167598,-0.0089054811030025452284249238302248133589147220057085945065839,-0.114143822281494257587758838096644321331548157797497773776662,0.135710607417988092229946191882433314930958562493163801799095,0.0277777777769473254824878872818822573237717453450743963337478,0.981220200295665825381269036617069687225249915241931586030386,0.0664292208294645620550913030021665119158155369854534199938165,0.02106399719360591678269031035917248443995447852129917603196435,36,-0.1224863074820035538777329064962713609762674453252627534335164111111111111111111111111111111111111111,0.0425787255403755516640843988971131914446299596773392560847900888888888888888888888888888888888888889,-0.1650650330223791055418173053933845524208974050026020095183049814814814814814814814814814814814814815,1.5185185185185185185185185185185185185185E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,confirmatory,confirmatory H1/H2 and secondary architecture,0.75,corrected_guarded_vs_dca,complete-system performance,6,72,383,-0.02188137014954906059520902673244516888625854465518551607653892,-0.0376820768374796927782074103133399788363476447088239388844339,-0.00718771382807783331574838411121373582390375884135263124382672,-0.120579968766998833534352463620116594715466303271143348417811,0.157622504078183376639261397152024873522242772599198074117773,0.0610622801576708339217553981976407199890656704691953105108705,0.975229675579755959853558533643400099519712807569377547007567,0.175805832817497162901062622511090477664293820282678221396884,0.0724748204530593825152922880162685916232314644690469932830587,36,-0.1446480223200302528427520287084312293800631978006247994352963143518518518518518518518518518518518519,0.06279415369003806272802736365325765836568491509890451149281805555555555555555555555555555555555555555,-0.2074421760100683155707793923616888877457481128995293109281175925925925925925925925925925925925925927,-3.2226851851851851851851851851851851851853E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,confirmatory,confirmatory H1/H2 and secondary architecture,0.75,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,72,383,-0.000708496847351073065068746842009726331522926695188250829751864,-0.00441136662500300544240500647511566848368983029739681163347634,-0.000079648779353582728611350083799825261289583451621365318412496,-0.0400691119322619312178353136337628153916986001255717083262861,0.060755435289708428411647438239538937749367405889749337456332,0.0610622801576708339217553981976407199890656704691953105108705,0.975229675579755959853558533643400099519712807569377547007567,0.175805832817497162901062622511090477664293820282678221396884,0.0724748204530593825152922880162685916232314644690469932830587,36,-0.03682442301010550589080319578188673994734905698804700321539309097222222222222222222222222222222222222,0.02031914616235281473555313513808687424540705032317503841390634814814814814814814814814814814814814815,-0.05714356917245832062635633091997361419275610731122204162929926481481481481481481481481481481481481483,1.7430555555555555555555555555555555555554E-61,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,secondary,confirmatory H1/H2 and secondary architecture,0.75,neutral_guarded_vs_dca,safety-architecture behavior,6,72,383,-0.02122765299222790531866510223873848635969556564046764189715335,-0.0390513127050941702511929161741092242303064434962514006870734,-0.00712413147603414937022269235257536609819161322940388038262191,-0.0882527411696800754453662356643230390274296482155751330043059,0.103132956450329244075301858804812905494783457289240806840887,0.0277777777704904567312440318075904672890629960638254096556787,0.9812284362354910090698277424244138528133120000232734362283605,0.1706901887960383782110801609408851748684617765397709687403325,0.07118982603024383958559925791868343694911658851446243310920755,36,-0.1078235993099247469519488329265444894327141408125777962199042282407407407407407407407407407407407408,0.04247500752768524799247422851517078412027786477572947307891152962962962962962962962962962962962962962,-0.1502986068376099949444230614417152735529920055883072692988158240740740740740740740740740740740740741,-6.62037037037037037037037037037037037037E-62,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,confirmatory,confirmatory H1/H2 and secondary architecture,0.9,corrected_guarded_vs_dca,complete-system performance,6,72,383,-0.012362199229908885996007299382656200679604094559590096488921725,-0.0317235437111310362013333813802703026119337106050439070755482,-0.00335266351298036186677439396225895454280836618257622733904455,-0.0767264477662086994938327125693331781773133433426854416789894,0.0792542659521350525773121585891754604487957178563126865945322,0.0526753820133645962362984427683738573763632431766124142423449,0.9754216746156089663093569119759175648278265255352534037237195,0.502194721706386051789951511399979366553182709171567110285790,0.237358692480211399117158587052964742241966045280524089955753,36,-0.09771261052844659730552440117321411749544621708931801910537162175925925925925925925925925925925925925,0.04984592965187152642831251481302100553395088976434398578657589814814814814814814814814814814814814815,-0.1475585401803181237338369159862351230293971068536620048919468379629629629629629629629629629629629630,6.8194444444444444444444444444444444444440E-61,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,confirmatory,confirmatory H1/H2 and secondary architecture,0.9,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,72,383,-0.000555722996702769397489190841340146868239772178118710975143002,-0.00390515916929727178023874358717102790693058941508152776940851,0.00051799033724719057717082244865511868391588961045313337115452,-0.0322598865805671535334167726074841457969496091748497138588081,0.0377195546229347029036677216150288409675731257538903364987498,0.0526753820133645962362984427683738573763632431766124142423449,0.9754216746156089663093569119759175648278265255352534037237195,0.502194721706386051789951511399979366553182709171567110285790,0.237358692480211399117158587052964742241966045280524089955753,36,-0.02291519599530847959522670372805869901177703040902780686619203226388888888888888888888888888888888888,0.01653215925543160393312839413525334129872533760325431081150034490740740740740740740740740740740740741,-0.03944735525074008352835509786331204031050236801228211767769185555555555555555555555555555555555555555,5.2161574074074074074074074074074074074074E-61,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,secondary,confirmatory H1/H2 and secondary architecture,0.9,neutral_guarded_vs_dca,safety-architecture behavior,6,72,383,-0.01190635495617002771229407930276012746954782972535316742199463,-0.028261767184390605504602573931141562941622448075472997756187,-0.00340080934164462072522873845525413259716572040514018799939384,-0.0492067792457294326591471690659979003691496895443006921256664,0.0571849538871059761693399153146432225173980183833026072328895,0.0277777419434973147039511228803514987351902635396277695952714,0.981251210649131569819845210272193690122330851228176709862761,0.450714674894253585061384504281440214587846899824615702053003,0.2192646060331533114721428258982870043298569244951889683938455,36,-0.07479741453313811771029769744515541848366918668029021223918014027777777777777777777777777777777777778,0.03331377039643992249518412067776766423522555216108967497507508333333333333333333333333333333333333333,-0.1081111849295780402054818181229230827188947388413798872142562500000000000000000000000000000000000000,-1.02638888888888888888888888888888888888889E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,secondary,confirmatory H1/H2 and secondary architecture,1,corrected_guarded_vs_dca,complete-system performance,6,72,383,0,0,0,0,0,0,1,1,1,36,0,0,0,0,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,secondary,confirmatory H1/H2 and secondary architecture,1,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,72,383,0,0,0,0,0,0,1,1,1,36,0,0,0,0,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,secondary,confirmatory H1/H2 and secondary architecture,1,neutral_guarded_vs_dca,safety-architecture behavior,6,72,383,0,0,0,0,0,0,1,1,1,36,0,0,0,0,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-monthly-robustness,Historical monthly robustness coverage,historical,robustness,registered robustness,0.25,corrected_guarded_vs_dca,complete-system performance,6,72,383,-0.023812646728313318561341965289423659194258941245029629812384195,-0.0481338209348548054116170571625615898345023718995411937533766,-0.00935895548258959735630874890148201173912769231130904339527885,-0.161080070260517548831304004443821155986659657435242513998281,0.202230723005163889028350116688858048363809040488929346550054,0.06106233087686685471952559124230245622373066981180793621081005,0.975132563991959651350662974157055101496091818580954397215652,0.0283564814814814814814814814814814814814814814814814814814833,0.006949860059344420848195643598243030151472766951149406954353925,36,-0.1669196800715981559627710201726728982383609757044184408324857416666666666666666666666666666666666667,0.06301889188120644790708542435370170157708899870261958306767356481481481481481481481481481481481481482,-0.2299385719528046038698564445263745998154499744070380239001621851851851851851851851851851851851851852,-2.8787037037037037037037037037037037037037E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-monthly-robustness,Historical monthly robustness coverage,historical,robustness,registered robustness,0.25,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,72,383,-0.0016131986177161462395213622154432668505513942843704097116226155,-0.0058355480978338486533359977608845253626660930748765983798787,-0.0000735718990982651539995210933374515695898731591068961044203397,-0.0454705999549329515374191032331853723913752456035656174585534,0.0704719860796203657442632473732103663185856387632548434516532,0.06106233087686685471952559124230245622373066981180793621081005,0.975132563991959651350662974157055101496091818580954397215652,0.0283564814814814814814814814814814814814814814814814814814833,0.006949860059344420848195643598243030151472766951149406954353925,36,-0.0398843670991494464874637430882027759538411762714406186289312537962962962962962962962962962962962963,0.02043477850929162532917436084271991614759184936983381761283412592592592592592592592592592592592592593,-0.06031914560844107181663810393092269210143302564127443624176596203703703703703703703703703703703703705,-5.8231481481481481481481481481481481481482E-61,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-monthly-robustness,Historical monthly robustness coverage,historical,robustness,registered robustness,0.25,neutral_guarded_vs_dca,safety-architecture behavior,6,72,383,-0.02430270213283429670634199155033740610451503064511554313421439,-0.0472164321823228253214675610645035336534846289178291376806173,-0.0090189638016169004587343031980834832600670610813817143677703,-0.122926396400592499228077193307384340333099363816944877165187,0.149976548551286556720474614006972297384388375817513998108035,0.0277777777772723453283216164381600269880139732288298387799642,0.9812178829192034727842782226434552643067514692921299125426915,0.0283564814814814814814814814814814814814814814814814814814833,0.006949860059344420848195643598243030151472766951149406954353925,36,-0.1270353129724487094753072770844701222845197994329778222035559916666666666666666666666666666666666667,0.04258411337191482257791106351098178542949714933278576545483864444444444444444444444444444444444444447,-0.1696194263443635320532183405954519077140169487657635876583946666666666666666666666666666666666666667,-3.05555555555555555555555555555555555555E-62,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-monthly-robustness,Historical monthly robustness coverage,historical,robustness,registered robustness,0.6,corrected_guarded_vs_dca,complete-system performance,6,72,383,-0.023103614979866700117790263165338443039471735386896162806821135,-0.04488424211995127112882993281500115749145796053093165755989,-0.00846330455992335126375959674531900941760215176955694560469124,-0.138950872693596335720678144468516265576988490564900492418784,0.181615718384766934664447281167726155573415838217497447383406,0.06106232311743423533088967545119842329069459530673507154597915,0.9751746271504144213246616569463620031693954521564858773541895,0.0960708597699370679872072629732796863716083771794078200763340,0.03345292125657210533401176259614578449128073294862849933719165,36,-0.1578740033661702025690699277294457047665691202022127819717680532407407407407407407407407407407407407,0.06298465201076241478054312271115462034260579508351928074857587962962962962962962962962962962962962963,-0.2208586553769326173496130504406003251091749152857320627203444074074074074074074074074074074074074075,-4.745370370370370370370370370370370370372E-61,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-monthly-robustness,Historical monthly robustness coverage,historical,robustness,registered robustness,0.6,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,72,383,-0.0012932285115363596889194129894998439998963144426847941744159715,-0.0052448691100794270968911592025709802138918493340272438243128,-0.000083781743695138199274684303547549671459706178150054805165962,-0.0419106633047019949790938992670630347017058949374712651418524,0.0657120908606600035881355687227623098610624665867370751121444,0.06106232311743423533088967545119842329069459530673507154597915,0.9751746271504144213246616569463620031693954521564858773541895,0.0960708597699370679872072629732796863716083771794078200763340,0.03345292125657210533401176259614578449128073294862849933719165,36,-0.03910735571653154709385687304086954726200269475407423323697410768518518518518518518518518518518518518,0.02041428651621217942222798086792311859953699424896805178508949166666666666666666666666666666666666667,-0.05952164223274372651608485390879266586153968900304228502206384166666666666666666666666666666666666667,-2.4231481481481481481481481481481481481482E-61,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-monthly-robustness,Historical monthly robustness coverage,historical,robustness,registered robustness,0.6,neutral_guarded_vs_dca,safety-architecture behavior,6,72,383,-0.022756959974633879594942503073312458509353776309877642711686975,-0.0425856190242040727776592012299496008772212118462651068529354,-0.00846537406508890806707540077408890336173049682257876186706607,-0.106392414284731022936246563992827047999851336126808669429523,0.12540856793252960293129402802742488231136099812693087973897,0.02777777777644195826686610544333105202065171996139490819408265,0.981222223924514785447330073004747097583495121962230366868052,0.0930967418497885071701227690085628804291756937996492314040957,0.03322588762146388682800695177025346986256145482613215361772135,36,-0.1187666476496386554752130546885761575045664254481385487347946717592592592592592592592592592592592592,0.04257036549455023535831514184323150174306880083455122896348720092592592592592592592592592592592592593,-0.1613370131441888908335281965318076592476352262826897776982798148148148148148148148148148148148148148,2.0578703703703703703703703703703703703703E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-monthly-robustness,Historical monthly robustness coverage,historical,robustness,registered robustness,0.8,corrected_guarded_vs_dca,complete-system performance,6,72,383,-0.020090104885937881770772096376715192538762051759332045439712165,-0.0357782885833679728886110243306425585415829550320440399035608,-0.00643775373200289118737929749424368394175790933954343551004252,-0.109509703375546821618465334234897993806440264594569127100822,0.138117310013058473302888098155099674710486772471076383710961,0.06106218476303658231982198558407648471116552026122711403918165,0.9752628760785345719510312710753366647440957464266936199924205,0.2292585499845249148870318786753327143299288146084803466418965,0.09917012805900257162689247306048608414203471184552174413997345,36,-0.1358651257875907975227053042971826089324039437770086676544805569444444444444444444444444444444444444,0.06231408550634167511690559555208322541440287720064189086297344444444444444444444444444444444444444443,-0.1981792112939324726396108998492658343468068209776505585174528703703703703703703703703703703703703703,1.1310185185185185185185185185185185185185E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-monthly-robustness,Historical monthly robustness coverage,historical,robustness,registered robustness,0.8,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,72,383,-0.000562512718205109992390039648871602077107238380639894283945435,-0.00362382677542484601889836732156345088467286751378801615612664,-0.0000727138797760718241311442767359461339896764280383091791876513,-0.0396843400738608690050606328224843247468404487461337961893432,0.0507512259938842390508468451969510010110860383833480675306043,0.06106218476303658231982198558407648471116552026122711403918165,0.9752628760785345719510312710753366647440957464266936199924205,0.2292585499845249148870318786753327143299288146084803466418965,0.09917012805900257162689247306048608414203471184552174413997345,36,-0.03479111080197725107073443963583292539655913667095732874279302944444444444444444444444444444444444445,0.0201228917527121772386652721901787165344128319969627168952898537037037037037037037037037037037037037,-0.05491400255468942830939971182601164193097196866792004563808312685185185185185185185185185185185185183,-2.4370370370370370370370370370370370370368E-61,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-monthly-robustness,Historical monthly robustness coverage,historical,robustness,registered robustness,0.8,neutral_guarded_vs_dca,safety-architecture behavior,6,72,383,-0.01940147153621073545695829179428744862057584883842937758061119,-0.0357437806682192813379887411460384864049285585342260229691002,-0.00647925736081562907239437316956694746067070887643737780086461,-0.07921642706103646550413898031619457265823619643042784813903,0.0922017442218370314767060234574318675743485225113351589634103,0.02777777775020500076200530896892170279441278344197838980760105,0.981232536432666746701914531912935551990205250499742592184125,0.221818016223047560094913855359537810791292685443103270401312,0.0966270355659998306886259469852321468961482949290502845221290,36,-0.1010740149856135464519708646613496835358448071060513389116875000000000000000000000000000000000000000,0.04219119375362949787824032336190450887999004520367917396768340000000000000000000000000000000000000002,-0.1432652087392430443302111880232541924158348523097305128793716481481481481481481481481481481481481482,-7.481481481481481481481481481481481481482E-61,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-monthly-robustness,Historical monthly robustness coverage,historical,robustness,registered robustness,0.95,corrected_guarded_vs_dca,complete-system performance,6,72,383,-0.007313239062561138983333562929209422421873365681996450952278865,-0.0218166893540243770196853324292214165756259353848828957129634,-0.00167633175649018093338719698112947727140418309128811366951839,-0.0415986715289633873074524915834176215489080687756840548352302,0.0461564100246273262635687917201166747880102101663418981685971,0.0322842365816231802655079316694756475909484838532242983438373,0.979391052480134369473155451653929359743354104744790930850762,0.9608669755235737129887547714845764985040751057464149386154865,0.510866232148309674250332130015629671380287551545914009300618,36,-0.06022132174596190653193966468277702446415011885808814755307172083333333333333333333333333333333333335,0.03613489674667748803812613268076081992166022266584224751660881018518518518518518518518518518518518518,-0.09635621849263939457006579736353784438581034152393039506968049074074074074074074074074074074074074073,4.027777777777777777777777777777777777780E-62,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-monthly-robustness,Historical monthly robustness coverage,historical,robustness,registered robustness,0.95,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,72,383,-0.0005058454448416273986293795247052733216687103358444690139236075,-0.00366310545267078489402493127156428582714494115310052930410437,-0.0000121905628422187845257806299003539653658450039221380473230327,-0.0113588174267956112199331297829083928937333032793908679947755,0.0162644681207734759094287451456647138047264751273713845543754,0.0322842365816231802655079316694756475909484838532242983438373,0.979391052480134369473155451653929359743354104744790930850762,0.9608669755235737129887547714845764985040751057464149386154865,0.510866232148309674250332130015629671380287551545914009300618,36,-0.01217253597256959674526603853834486648946577527663632174193905091666666666666666666666666666666666667,0.01212383686758219356690252314933334834075904990626013545592258430555555555555555555555555555555555556,-0.02429637284015179031216856168767821483022482518289645719786133300925925925925925925925925925925925925,3.0221296296296296296296296296296296296298E-61,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-monthly-robustness,Historical monthly robustness coverage,historical,robustness,registered robustness,0.95,neutral_guarded_vs_dca,safety-architecture behavior,6,72,383,-0.007029229605031501483510523544014807193946681272884543176466225,-0.0185080740908623205681049849266512155158573153319198070091932,-0.00170040467082231036261436922762706629858286020257009399969692,-0.0304047491824850472286316619916496117976666307283800454379139,0.0311272823457136873073289539688078217202637280440558126016062,0.02607267736135667872622395886757629441230831773909713257432305,0.982511164223342497081209995727555977059064827378174188297706,0.8302588691581553698545341999380996595481275147013308573196695,0.4371769331373227305239325946383748501951871137926943526890815,36,-0.04804878577339230978667362614443215797468434358145182581113291157407407407407407407407407407407407407,0.02401105987909529447122360953142747158090117275958211206068607592592592592592592592592592592592592592,-0.0720598456524876042578972356758596295555855163410339378718195925925925925925925925925925925925925926,-6.0509259259259259259259259259259259259261E-61,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-monthly-robustness,Historical monthly robustness coverage,historical,robustness,registered robustness,0.99,corrected_guarded_vs_dca,complete-system performance,6,72,383,-0.001525008660013960593913180016123276944590662518453289392125165,-0.00478212855779728549325682218984380378558241919995070011599314,-0.000335266351298036186677439396225895454280836618257622733906788,-0.00863477175260231779793367769160043591332151537043478254347023,0.00923128200492546525271375834402333495760204203326837963372195,0.00670280139274414757526209524322558109931698478490868864554294,0.9952810391038668663947698821919597512571115213960070227001165,1,0.9014463593110294236924590036174094558595499884790680974907665,36,-0.01318234199333920153469202366325765218627081573701472502946873101851851851851851851851851851851851852,0.00829572830470620703208671829229145447353435733816334350263851250000000000000000000000000000000000000,-0.02147807029804540856677874195554910665980517307517806853210712407407407407407407407407407407407407407,1.1944444444444444444444444444444444444445E-61,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-monthly-robustness,Historical monthly robustness coverage,historical,robustness,registered robustness,0.99,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,72,383,-0.00008210597495502561450744188298441594983998115317321207766850595,-0.00058849535210303095703376931847391341218264280577024986425423,-0.00000243459095271114837484611872917363329634841216369913410436048,-0.00156121876560544948231870514925525353179886961814728754664403,0.00160108638421612659309313781018661105147317142803165601289317,0.00670280139274414757526209524322558109931698478490868864554294,0.9952810391038668663947698821919597512571115213960070227001165,1,0.9014463593110294236924590036174094558595499884790680974907665,36,-0.002058210449560438473771557629479937278583116657822428196282165069907407407407407407407407407407407408,0.0009307037655913226088082577563986614533083795569244668695665472685185185185185185185185185185185185185,-0.002988914215151761082579815385878598731891496214746895065849037685185185185185185185185185185185185183,-3.25346759259259259259259259259259259259256E-61,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-monthly-robustness,Historical monthly robustness coverage,historical,robustness,registered robustness,0.99,neutral_guarded_vs_dca,safety-architecture behavior,6,72,383,-0.00147414198810755214085860708343043192313262854124412467721929,-0.00420339705531431923887777001251166238610578319329570127334384,-0.000340080934164462072522873845525413259716572040514018799942479,-0.00717213401514002058119527796796837162332338078497683697908302,0.007900502087282020765267686729214900819251691819740885746254,0.00596385455371106201754156231632721237123979118045317056182372,0.995619304166345111186782906142613264617819573086047431483633,1,0.8678887200579153535714279918116999143280915735218209843596105,36,-0.01112413154377876306092046603377771490768769907919229683318658680555555555555555555555555555555555556,0.007365024539114884423278460535892793020225977781238876633071937500000000000000000000000000000000000002,-0.01848915608289364748419892656967050792791367686043117346625801666666666666666666666666666666666666667,5.0763888888888888888888888888888888888889E-61,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-monthly-robustness,Historical monthly robustness coverage,historical,secondary,registered robustness,1,corrected_guarded_vs_dca,complete-system performance,6,72,383,0,0,0,0,0,0,1,1,1,36,0,0,0,0,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-monthly-robustness,Historical monthly robustness coverage,historical,secondary,registered robustness,1,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,72,383,0,0,0,0,0,0,1,1,1,36,0,0,0,0,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-monthly-robustness,Historical monthly robustness coverage,historical,secondary,registered robustness,1,neutral_guarded_vs_dca,safety-architecture behavior,6,72,383,0,0,0,0,0,0,1,1,1,36,0,0,0,0,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.25,corrected_guarded_vs_dca,complete-system performance,6,4,130,-0.0420858225487035492580371734965266441143145350775883828685445,-0.234840690805062833289561673682323843177716042519542029296552,-0.0183103513590694757700677865429465106222639309753958583921,-0.273824646476994240079539936623686084376418103905775839852345,0.321581698069030574772215274471347013329387012935933156128862,0.1934745960584905468426026927759944908476124975782225770530455,0.887410780985130512499453667856611404327553463639911746106084,0.1319444444444444444444444444444444444444444444444444444444445,0.0316391971864416055186974425123776143802099054479102531402739,8,-2.236270598702875025828569054796907680010209844899712865538477795833333333333333333333333333333333333,0.2122498414339013930633660547718764107529762531196683374666779583333333333333333333333333333333333333,-2.448520440136776418891935109568784090763186098019381203005160416666666666666666666666666666666666667,-4.662500000000000000000000000000000000001E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-quarterly-robustness,Historical quarterly robustness horizons,historical,robustness,registered robustness,0.25,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,4,130,-0.002241062184120712222882745761752364974836106698249600964899875,-0.092164018038804945521907835142300847070760889781367377266065,0.00056980685537117546031452573878663325158878875130113254889053,-0.0991071559563597745926138266340156908574842599934072054913655,0.0999267570576823295196818216985891515851012788434616682458093,0.1934745960584905468426026927759944908476124975782225770530455,0.887410780985130512499453667856611404327553463639911746106084,0.1319444444444444444444444444444444444444444444444444444444445,0.0316391971864416055186974425123776143802099054479102531402739,8,-0.71704193126899899925074968623648408300860549016782580119026948125,0.04809337054800290465823205022844645542649332309962574840248233291666666666666666666666666666666666667,-0.7651353018170019039089817364649305384350988132674515495927556275,-3.8133333333333333333333333333333333333333E-60,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
