analysis_tier,family,generator_config_id,horizon_months,coverage,corrected_mean_config,cost_scenario,comparison,theorem_scope,attempted_count,generated_count,sample_count,excluded_count,mean_terminal_wealth_gap,mean_wealth_ratio,mean_relative_terminal_wealth_gap,median_relative_terminal_wealth_gap,minimum_relative_terminal_wealth_gap,maximum_relative_terminal_wealth_gap,downside_quantile_0.05,downside_quantile_0.10,downside_quantile_0.25,worst_observed_relative_shortfall,win_count,tie_count,loss_count,mean_terminal_cash_gap,mean_terminal_unit_gap,mean_cash_contribution,mean_unit_contribution,mean_identity_residual,mean_left_cash_drag,mean_right_cash_drag,mean_left_asset_exposure,mean_right_asset_exposure,mean_left_guardrail_activation_frequency,mean_right_guardrail_activation_frequency,mean_left_guardrail_floor,mean_right_guardrail_floor,mean_left_purchase_count,mean_right_purchase_count,mean_left_total_fees,mean_right_total_fees
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,36,0.75,identity-a0-b0,proportional-10bps,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,3,3,3,0,5.71388735991542713984990986344639417401084753263971534323333,1.00017623140360964726729729075196340858749096832935367427404,0.000176231403609647267297290751963408587490968329353674274041265,-0.0000271038857153890698476333251915680998817198359498286873379704,-0.000195525621308159594813754615851543862285539561618325137339735,0.000751323717852490466553260196933337724640164385629176646801499,-0.000178683447748882542317142486785546286045157589051475492339558,-0.000161841274189605489820530357719548709804775616484625847339382,-0.000111314753511774332330693970521555981083629698784076912338852,0.000195525621308159594813754615851543862285539561618325137339735,1,0,2,76.7087429432432446677600969218605358186526527919374358725643,-0.567035749272245041128436819535376959910851367473645985632667,76.7087429432432446677600969218605358186526527919374358725643,-70.9948555833278175279101870584141416446418052592977205293197,-0.0000000000000000000000000000000000000000000000000000000110333333333333333333333333333333333333333333333333333333333,0.0299085761860279737280891609228065759522146930565127345591673,0.0277777777709378835984291582305326721794743415900700280071516,0.971798831557078063496826504135606163868116625328449404825693,0.973718921370912194488346068045155705931038060417845253469573,0.185185185185185185185185185185185185185185185185185185185185,0.185185185185185185185185185185185185185185185185185185185185,73.049098878064191119950039831397759761881595147910912856611,73.01741898981676665527119252910059584757631717391365457762,36,36,34.888402854448544401387402803974988277442828221743797758112,34.9650349652809552352213289747260977038350886141433356560863
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,36,0.75,identity-a0-b0,proportional-10bps,neutral_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,-144.9251940431071068930527870356228849578402998000936342704,0.99645805770270819285355098061874198707595131784687262414953,-0.0035419422972918071464490193812580129240486821531273758504712,-0.005185147195489813647631367883382105072414008820722961317875,-0.00658444687010981738159337511030523639982020144833557888308868,0.00114376717372420958987768484991330270008816380967641264955009,-0.00644451690264781700819717438761292326707958218557431712656731,-0.00630458693518581663480097366492061013433896292281305537004594,-0.00588479703279981551461237149684367073611710513452927010048184,0.00658444687010981738159337511030523639982020144833557888308868,1,0,2,999.999999753763809543449696299176198461076297242521008257457,-9.926006257654046186927140852205367012893273003179674435783,999.999999753763809543449696299176198461076297242521008257457,-1144.9251937968709164365024833347990834189165970426146425279,0.0000000000000000000000000000000000000000000000000000000383333333333333333333333333333333333333333333333333333333333,0.0277777777709378835984291582305326721794743415900700280071516,0.0000000000000000000000000000000000000000000000000000000000000277777777777777777777777777777777777777777777777777777777778,0.973718921370912194488346068045155705931038060417845253469573,1,0.185185185185185185185185185185185185185185185185185185185185,0,73.01741898981676665527119252910059584757631717391365457762,,36,36,34.9650349652809552352213289747260977038350886141433356560863,35.964035964035964035964035964035964035964035964035964035964
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,36,0.75,identity-a0-b0,fixed-1-usd,corrected_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,-140.426387253986753250954438446993025605734753886070540580967,0.996603607403741321925333979430894917718303083629618483806853,-0.00339639259625867807466602056910508228169691637038151619314867,-0.00524432078073981054424860641878614815507736859597381078611201,-0.00681285982489123831659972740958250540417517035076929282584217,0.00186800281685501463685027212105340671416178983559855503250817,-0.00665600592047609553936461531050286967926539017528974462186915,-0.00649915201606095276212950321142323395435560999981019641789614,-0.00602859030281552443042416691418432677962626947337155180597709,0.00681285982489123831659972740958250540417517035076929282584217,1,0,2,1076.7087426957229167089813247914506622960225830522189243709,-10.503535766206063341628386546485838003995874022348961335272,1076.7087426957229167089813247914506622960225830522189243709,-1217.13512994970966995993576323844368790175733693828946495188,0.0000000000000000000000000000000000000000000000000000000176666666666666666666666666666666666666666666666666666666667,0.0299085761859923032419161479108736295082228495292283034547471,0,0.971797915676139410636857709358975492533277953286647109281657,1,0.185185185185185185185185185185185185185185185185185185185185,0,73.091946417345266591519108563130491504703588544734894302443,,36,36,36,36
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,36,0.75,identity-a0-b0,fixed-1-usd,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,3,3,3,0,5.64243573555011298756268547273547202053576740149747135716667,1.00017447420190778095364119021239378722044423788549676483851,0.000174474201907780953641190212393787220444237885496764838512746,-0.0000287432102968335339300389317529734028204938331868663897921775,-0.000199049630951374035354403444456182501230771321132696175703171,0.000751215446971550430208013013390517565383978810809857081033587,-0.000182018988885919985211966993185861591389743572338113197112072,-0.000164988346820465935069530541915540681548715823543530218520972,-0.000113896420624103784642221188104577952025632577159781282747674,0.000199049630951374035354403444456182501230771321132696175703171,1,0,2,76.70874294251338733127390536042710336165641438885892122625,-0.567607497311885129079403626503571902877808997500041984411667,76.70874294251338733127390536042710336165641438885892122625,-71.0663072069632743437112198876916313411206469873614498690723,-0.0000000000000000000000000000000000000000000000000000000112,0.0299085761859923032419161479108736295082228495292283034547471,0.0277777777709224869271585394286395433037323935739822223095735,0.971797915676139410636857709358975492533277953286647109281657,0.973718114068830601618847717938341929606016115457596659175227,0.185185185185185185185185185185185185185185185185185185185185,0.185185185185185185185185185185185185185185185185185185185185,73.091946417345266591519108563130491504703588544734894302443,73.06027258898479441595851247908832508488576697425033561824,36,36,36,36
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,36,0.75,identity-a0-b0,fixed-1-usd,neutral_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,-146.068822989536866238517123919728497626270521287568011938133,0.996428364877336103447377803838450561659684246948369751926133,-0.00357163512266389655262219616154943834031575305163024807386493,-0.00521572748719499243111900368257475653585463098693980462436157,-0.00661512693251447778302184557896548245738811884870690106269334,0.00111594905171778055627426077689192397229549068075596146546014,-0.00647518698798252924783156138932640986523477006253019141886016,-0.00633524704345058071264127719968733727308142127635348177502699,-0.00591542720985473510707042463077011949662137491782335284352746,0.00661512693251447778302184557896548245738811884870690106269334,1,0,2,999.999999753209529377707419431023558934366168663360003144647,-9.93592826889417821254898291998226610111806502484891935086033,999.999999753209529377707419431023558934366168663360003144647,-1146.06882274274639561622454335075205656063668995092801508281,0.0000000000000000000000000000000000000000000000000000000296666666666666666666666666666666666666666666666666666666667,0.0277777777709224869271585394286395433037323935739822223095735,0,0.973718114068830601618847717938341929606016115457596659175227,1,0.185185185185185185185185185185185185185185185185185185185185,0,73.06027258898479441595851247908832508488576697425033561824,,36,36,36,36
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,36,0.5,identity-a0-b0,frictionless,corrected_guarded_vs_dca,epsilon-dca,3,3,3,0,-146.1541590697290948524378691067870978160314225089353239607,0.996456541771785625088550296344139271655552602238112409595243,-0.0035434582282143749114497036558607283444473977618875904047591,-0.00629413923153710070145473396904059961271091474291230491377314,-0.00661764985551759194226349893176359094371954795060528613821095,0.00228141440241156790936912193322200552308826940785481983770682,-0.00658529879311954281818262243549129181061868462983598801576717,-0.00655294773072149369410174593921899267751782130906668989332339,-0.00645589454352734632185911645040209527821523134675879552599204,0.00661764985551759194226349893176359094371954795060528613821095,1,0,2,1076.70874321038541724486791154311330753786736903771832955441,-10.5432022257289050232371195334648300469838273123360857359107,1076.70874321038541724486791154311330753786736903771832955441,-1222.86290228011451209730578064990040535389879154665365351512,0.0000000000000000000000000000000000000000000000000000000106666666666666666666666666666666666666666666666666666666667,0.0299085762002884838123574419873087029871629824732699535987336,0,0.97182194852068798429778375337776747148975330837288530492624,1,0.064814814814814814814814814814814814814814814814814814814815,0,21.0224152225337538553998425992463225923013705645991083510311,,36,36,0,0
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,36,0.5,identity-a0-b0,frictionless,corrected_guarded_vs_neutral_guarded,epsilon-dca,3,3,3,0,6.88404388659321466893493058030520648123203832532422068866667,1.00020828458082649371654459184270938582251090987771877852998,0.000208284580826493716544591842709385822510909877718778529976278,0.0000122063645199688762362345387834681870898038067339748229753199,-0.000193936326433093997510741361033980074729168449159936799657481,0.000806583704392606270908282350378669355172094275582297566610996,-0.000173322057337787710136043771052235248547271223570545637394201,-0.000152707788242481422761346181070490422365373997981154475130921,-0.000090864980956562560637253411125255943819682321212980988341081,0.000193936326433093997510741361033980074729168449159936799657481,2,0,1,76.708743239996165000364009802928337686828176391507303113265,-0.556027577034906024222155170646661998493304806723865201208333,76.708743239996165000364009802928337686828176391507303113265,-69.824699353402950331429079222623131205596138066183082424635,0.0000000000000000000000000000000000000000000000000000000364,0.0299085762002884838123574419873087029871629824732699535987336,0.0277777777769552570067917750483384713847510886846169729566985,0.97182194852068798429778375337776747148975330837288530492624,0.97373953886202264356586741280371496808293975945127442623806,0.064814814814814814814814814814814814814814814814814814814815,0.064814814814814814814814814814814814814814814814814814814815,21.0224152225337538553998425992463225923013705645991083510311,21.0782683874859259757231183887822973300311047911876419501254,36,36,0,0
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,36,0.5,identity-a0-b0,frictionless,neutral_guarded_vs_dca,epsilon-dca,3,3,3,0,-153.038202956322309521372799687092304297263460834259544649367,0.996247471300248749139668267472836161190335842658982223485553,-0.00375252869975125086033173252716383880966415734101777651444697,-0.00630626861944353980895931597235343350631238638018457091738844,-0.00642495956213946045183302020802410200045930101435441655128191,0.00147364208232924767979713859888601907777921537148565792532946,-0.00641309046786986838754564978445703515104460955093743198789256,-0.00640122137360027632325827936088996830162991808752044742450322,-0.00636561409079150013039616809018876775338584369726949373433518,0.00642495956213946045183302020802410200045930101435441655128191,1,0,2,999.999999970389252244503901740184969851039192646211026441147,-9.98717464869399899901496436281816804849052250561222053470233,999.999999970389252244503901740184969851039192646211026441147,-1153.03820292671156176587670142727727414830265348047057109049,-0.0000000000000000000000000000000000000000000000000000000216666666666666666666666666666666666666666666666666666666667,0.0277777777769552570067917750483384713847510886846169729566985,0,0.97373953886202264356586741280371496808293975945127442623806,1,0.064814814814814814814814814814814814814814814814814814814815,0,21.0782683874859259757231183887822973300311047911876419501254,,36,36,0,0
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,36,0.5,identity-a0-b0,proportional-10bps,corrected_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,-144.928533589687502554240747027190715281186728243341404764667,0.9964847298777602624615352830098110324334717222003319724679,-0.003515270122239737538464716990188967566528277799668027532097,-0.00626581407635201437089891608886826485226035028429516605757344,-0.00659080440695652519473059435670738389634895530018496300780158,0.00231080811658932695023535947500874604902447218547604646908398,-0.00655830537389607411234742652992347199194009479859598331277877,-0.00652580634083562302996425870313956008753123429700700361775595,-0.00642830924165426978281475522278782437430465279224006453268751,0.00659080440695652519473059435670738389634895530018496300780158,1,0,2,1076.70874321033972284358701359001271770119098578892442673479,-10.5326344039164199099439689879804627414564270093473094672103,1076.70874321033972284358701359001271770119098578892442673479,-1221.63727680002722539782776061720343298237771403226583149947,0.00000000000000000000000000000000000000000000000000000000866666666666666666666666666666666666666666666666666666666667,0.0299085762002872145234329725997225754916997496052479007426332,0.0000000000000000000000000000000000000000000000000000000000000277777777777777777777777777777777777777777777777777777777778,0.971794569138523405187950326444450335446331507216487221839803,1,0.064814814814814814814814814814814814814814814814814814814815,0,21.0327277893762808352189091704692637450688716664132893425959,,36,36,34.8884028539357245526038091772327545277710379762348407325327,35.964035964035964035964035964035964035964035964035964035964
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,36,0.5,identity-a0-b0,proportional-10bps,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,3,3,3,0,6.95368730119598323825761406216105571932816574977770251033333,1.00021019911774104525793690444702341060273181994038896106897,0.000210199117741045257936904447023410602731819940388961068964519,0.0000138191686725041288285344645851559342907198912096932694863931,-0.000190619507502732240144354027906918723484455653975409494158661,0.000807397692053363885126532904391994597389195583932599431565826,-0.000170175639885208603247065178657711257706938099456899217794156,-0.00014973177226768496634977632940850379192942054493838894142965,-0.000088400169415114055657909781660881394596867881382858112336134,0.000190619507502732240144354027906918723484455653975409494158661,2,0,1,76.70874323996467240651339961967290655226007597989193827661,-0.555473056364236325997631229370079339839036279434981250981,76.70874323996467240651339961967290655226007597989193827661,-69.7550559387686891682557855575118508329319102301142357662733,-0.00000000000000000000000000000000000000000000000000000000316666666666666666666666666666666666666666666666666666666667,0.0299085762002872145234329725997225754916997496052479007426332,0.0277777777769548625121409337213983280874703030502509024571718,0.971794569138523405187950326444450335446331507216487221839803,0.973713975490651539151717065919605752745074422338669202535993,0.064814814814814814814814814814814814814814814814814814814815,0.064814814814814814814814814814814814814814814814814814814815,21.0327277893762808352189091704692637450688716664132893425959,21.0885114857752167693322964708218539864231919777203001603435,36,36,34.8884028539357245526038091772327545277710379762348407325327,34.965034965064560389173752633396263924926142947243723787754
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,36,0.5,identity-a0-b0,proportional-10bps,neutral_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,-151.882220890883485792498361089351771000514893993119107275,0.99627374865154599508298683379027337091893025649595434564579,-0.00372625134845400491701316620972662908106974350404565435421037,-0.00627954646691270540568394546838531883716265329613715543724955,-0.00640140513214740835616057536931837780854829031710133283014329,0.00150219755369809901080502220852380940250171310110152520476169,-0.00638921926562393806111291237922507191140972661500491509085392,-0.00637703339910046776606524938913176601427116291290849735156454,-0.00634047579953005688092226041885184832285547180661924413369642,0.00640140513214740835616057536931837780854829031710133283014329,1,0,2,999.99999997037505043707361397033981114893090980903248845818,-9.97716134755218358394633775861038340161739072991232821622933,999.99999997037505043707361397033981114893090980903248845818,-1151.88222086125853622957197505969158214944580380215159573319,0.0000000000000000000000000000000000000000000000000000000116666666666666666666666666666666666666666666666666666666667,0.0277777777769548625121409337213983280874703030502509024571718,0.0000000000000000000000000000000000000000000000000000000000000277777777777777777777777777777777777777777777777777777777778,0.973713975490651539151717065919605752745074422338669202535993,1,0.064814814814814814814814814814814814814814814814814814814815,0,21.0885114857752167693322964708218539864231919777203001603435,,36,36,34.965034965064560389173752633396263924926142947243723787754,35.964035964035964035964035964035964035964035964035964035964
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,36,0.5,identity-a0-b0,fixed-1-usd,corrected_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,-146.146355964228683165926027469408550418005842259985330020333,0.996453203916974074120376599179662730061153575858993883229387,-0.00354679608302592587962340082033726993884642414100611677061387,-0.00630006317012235069811860050153030746122614181740034301367921,-0.00662421749677105774054550992882816663729631669644543434156501,0.0022838924178156307997939079693466642819831860908274270434026,-0.00659180206410618703630281898609838071968929920854092520877643,-0.00655938663144131633206012804336859480208228172063641607598785,-0.00646214033344670421933205521517923704926122925692288867762211,0.00662421749677105774054550992882816663729631669644543434156501,1,0,2,1076.70874321029530396935356963519530193638203508618722463269,-10.5431332895543466054425300718376333024472178014078789646033,1076.70874321029530396935356963519530193638203508618722463269,-1222.85509917452398713527959710460385235438787734617255465302,-0.00000000000000000000000000000000000000000000000000000000733333333333333333333333333333333333333333333333333333333333,0.029908576200285980665815376934310980609343945419060756239797,0,0.971793650513428123541248976554707790792747314963307417386533,1,0.064814814814814814814814814814814814814814814814814814814815,0,21.0428916506314772850151777262286402694725805982054276652274,,36,36,36,36
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,36,0.5,identity-a0-b0,fixed-1-usd,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,3,3,3,0,6.88370321938128896930734419963128267793147602806683596623333,1.00020848311016407994218656037929721115956515592629954221195,0.000208483110164079942186560379297211159565155926299542211953577,0.0000121940020366577866139072494453648057554651795240839598513623,-0.000194132217762372358995072373889060082423643812159226721309586,0.000807387546217954398940846262335328755363646411533769397318954,-0.000173499595782469344434174411555617593605732912990895653193491,-0.000152866973802566329873276449222175104787822013822564585077396,-0.000090969107862857286190582562221847638334089316317571380729112,0.000194132217762372358995072373889060082423643812159226721309586,2,0,1,76.70874323993436293545587821668005507573470925846975733791,-0.556030459003002627279809902768868148093334234842807746247667,76.70874323993436293545587821668005507573470925846975733791,-69.8250400205530739661485340170487723978032332304029213716617,-0.0000000000000000000000000000000000000000000000000000000148333333333333333333333333333333333333333333333333333333333,0.029908576200285980665815376934310980609343945419060756239797,0.0277777777769544705842749358727365346350179812729921518692995,0.971793650513428123541248976554707790792747314963307417386533,0.973713164277823665322683235012353439053538297133236382193227,0.064814814814814814814814814814814814814814814814814814814815,0.064814814814814814814814814814814814814814814814814814814815,21.0428916506314772850151777262286402694725805982054276652274,21.0987174185002612302863517617947851311219275156635892917228,36,36,36,36
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,36,0.5,identity-a0-b0,fixed-1-usd,neutral_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,-153.030059183609972135233371669039833095937318288052165986567,0.9962439332373824115304118624401909097022931634137830418651,-0.0037560667626175884695881375598090902977068365862169581348988,-0.00631218020142077660882480597516362368658645000194227897323727,-0.00643133380810402273917818165402628733304209464712350869909787,0.00147531372167203393923857494976264012650803489041491326763868,-0.00641941844743569812614284408614002096839653018260538572651181,-0.00640750308676737351310750651825375460375096571808726275392575,-0.00637175700476239967400149381459495550981427232453289383616757,0.00643133380810402273917818165402628733304209464712350869909787,1,0,2,999.99999997036094103389769141851524686064732582771746729478,-9.98710283055134397816272016906876515435388356656507121835567,999.99999997036094103389769141851524686064732582771746729478,-1153.03005915397091316913106308755507995658464411576963328135,0.00000000000000000000000000000000000000000000000000000000766666666666666666666666666666666666666666666666666666666667,0.0277777777769544705842749358727365346350179812729921518692995,0,0.973713164277823665322683235012353439053538297133236382193227,1,0.064814814814814814814814814814814814814814814814814814814815,0,21.0987174185002612302863517617947851311219275156635892917228,,36,36,36,36
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,60,1,identity-a0-b0,frictionless,corrected_guarded_vs_dca,epsilon-dca,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,1000,,60,60,0,0
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,60,1,identity-a0-b0,frictionless,corrected_guarded_vs_neutral_guarded,epsilon-dca,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1000,1000,60,60,0,0
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,60,1,identity-a0-b0,frictionless,neutral_guarded_vs_dca,epsilon-dca,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,1000,,60,60,0,0
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,60,1,identity-a0-b0,proportional-10bps,corrected_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0000000000000000000000000000000000000000000000000000000000000166666666666666666666666666666666666666666666666666666666667,0.0000000000000000000000000000000000000000000000000000000000000166666666666666666666666666666666666666666666666666666666667,1,1,1,0,1000,,60,60,59.94005994005994005994005994005994005994005994005994005994,59.94005994005994005994005994005994005994005994005994005994
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,60,1,identity-a0-b0,proportional-10bps,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0000000000000000000000000000000000000000000000000000000000000166666666666666666666666666666666666666666666666666666666667,0.0000000000000000000000000000000000000000000000000000000000000166666666666666666666666666666666666666666666666666666666667,1,1,1,1,1000,1000,60,60,59.94005994005994005994005994005994005994005994005994005994,59.94005994005994005994005994005994005994005994005994005994
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,60,1,identity-a0-b0,proportional-10bps,neutral_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0000000000000000000000000000000000000000000000000000000000000166666666666666666666666666666666666666666666666666666666667,0.0000000000000000000000000000000000000000000000000000000000000166666666666666666666666666666666666666666666666666666666667,1,1,1,0,1000,,60,60,59.94005994005994005994005994005994005994005994005994005994,59.94005994005994005994005994005994005994005994005994005994
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,60,1,identity-a0-b0,fixed-1-usd,corrected_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,1000,,60,60,60,60
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,60,1,identity-a0-b0,fixed-1-usd,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1000,1000,60,60,60,60
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,60,1,identity-a0-b0,fixed-1-usd,neutral_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,1000,,60,60,60,60
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,60,0.9,identity-a0-b0,frictionless,corrected_guarded_vs_dca,epsilon-dca,3,3,3,0,-145.552723222001757657236222203689006968792241025873928786133,0.99810984090424222425092311876498250604850880299799484592394,-0.00189015909575777574907688123501749395149119700200515407606085,-0.00416352164787274842587763040695323797723316208826891013277664,-0.00456180093078560610329035502742676378107060130466369634316625,0.00305484529138502728193734172932751990383017238691714424776033,-0.00452197300249432033554908256537941120068685738302421772212729,-0.00448214507420303456780781010333205862030311346138473910108833,-0.00436266128932917726458399271719000087915188169646630323797144,0.00456180093078560610329035502742676378107060130466369634316625,1,0,2,1075.47842505480406048961317892593575258285787964313384046691,-9.873199454125825057180858992109840485976640032332645049233,1075.47842505480406048961317892593575258285787964313384046691,-1221.03114827680581814684940112962475955165012066900776925306,0.00000000000000000000000000000000000000000000000000000001,0.0179246404175800676748268863154322625430476313273855640077819,0,0.983375860394383403602955270985569329512635572149975440865707,1,0.3,0,142.367940307406984711058524107097076325008811810487052415278,,60,60,0,0
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,60,0.9,identity-a0-b0,frictionless,corrected_guarded_vs_neutral_guarded,epsilon-dca,3,3,3,0,18.3887163464558144818244791020465434503284497974563227001,1.00030233723645500955284183241464059403102465107418834356917,0.000302337236455009552841832414640594031024651074188343569175103,0.000300877728347508545334640889289934620439990796381776316522122,0.0000707576556213698859244987829790075913618858061599664675839502,0.000535376325396150227266357571652839881272076620023287923419237,0.0000937696628939837518655129936101002942696963051821474524777674,0.000116781670166597617806527204241192997177506804204328437371585,0.000185817691984439215629569836134471105900938301270871392053036,0,3,0,0,75.4784250548291059235725710898455358370065744931141232005323,-0.197694586008098334499320041157878798592833057972562326107667,75.4784250548291059235725710898455358370065744931141232005323,-57.0897087083732914417480919877989923866781246956578005004143,-0.0000000000000000000000000000000000000000000000000000000179333333333333333333333333333333333333333333333333333333333,0.0179246404175800676748268863154322625430476313273855640077819,0.016666666666666249242767343463934836945764188419166995287773,0.983375860394383403602955270985569329512635572149975440865707,0.98434713484434367032109798198443717894535830382563032551372,0.3,0.3,142.367940307406984711058524107097076325008811810487052415278,140.779998109098718193499474131962003914605764303002742423166,60,60,0,0
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,60,0.9,identity-a0-b0,frictionless,neutral_guarded_vs_dca,epsilon-dca,3,3,3,0,-163.941439568457572139060701305735550419120690823330251486233,0.997807611153731706271992629116752320217762264965073247760093,-0.0021923888462682937280073708832476797822377350349267522399058,-0.0044630565419064416739662196630398260518618175646350801589286,-0.00463223082061381230145921165157585257327024936661300944483732,0.00251812082371537279140331866487263927841886182646783288404852,-0.00461531339274307523870991245272224992112940618641521651624645,-0.00459839596487233817596061325386864726898856300621742358765558,-0.00454764368126012698771271565730783931256603346562404480188296,0.00463223082061381230145921165157585257327024936661300944483732,1,0,2,999.99999999997495456604060783609021674585130515001971726638,-9.67550486811772672268153895095196168738380697436008272312533,999.99999999997495456604060783609021674585130515001971726638,-1163.94143956843252670510130914182576716497199597334996875264,0.0000000000000000000000000000000000000000000000000000000263333333333333333333333333333333333333333333333333333333333,0.016666666666666249242767343463934836945764188419166995287773,0,0.98434713484434367032109798198443717894535830382563032551372,1,0.3,0,140.779998109098718193499474131962003914605764303002742423166,,60,60,0,0
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,60,0.9,identity-a0-b0,proportional-10bps,corrected_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,-144.303601586520717614013162719018133388978400097684963841067,0.998126817270759026567994121329969797447091687087166280013513,-0.00187318272924097343200587867003020255290831291283371998648716,-0.00414481387326521436454052599182632408580519073995396552965043,-0.00454514468758676704627342076868947967030646055696596790984152,0.00307041037312906111479631075042519609738671255841877348003046,-0.00450511160615461177810013129100316411185633357526476767182241,-0.0044650785247224565099268418133168485534062065935635674338033,-0.00434497928042599070540697338025790187805582564845996671974598,0.00454514468758676704627342076868947967030646055696596790984152,1,0,2,1075.47842505480316421685316674479835350511766290546022534193,-9.86316583739608678035891264832945649512854721077522656928633,1075.47842505480316421685316674479835350511766290546022534193,-1219.78202664132388183086632946381648689409606300314518918302,0.000000000000000000000000000000000000000000000000000000022,0.0179246404175800527369475527790799725584186277150910037556988,0.0000000000000000000000000000000000000000000000000000000000000166666666666666666666666666666666666666666666666666666666667,0.983359520659324256282626625302545003391964570739565395209667,1,0.3,0,142.436851489773569568698622137398188914636265298904052197857,,60,60,58.8656559190261706651180288044507508955992830540404992753823,59.94005994005994005994005994005994005994005994005994005994
primary,stochastic_volatility,stochastic-volatility-fifteen-percent-baseline,60,0.9,identity-a0-b0,proportional-10bps,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,3,3,3,0,18.4373960874192593124445719239335730683631156823220043040667,1.00030315515320452912957887764354438608763307276537351999564,0.000303155153204529129578877643544386087633072765373519995642742,0.000304344906363654466160505495520681291054544895063984260969322,0.0000721933244736752697577861120750507822682771436882809262021141,0.000532927228776257652818341323037426189576396257368294799756791,0.0000954084826626731893980580504196138331469039188258512596788349,0.000118623640851671109038329988764176884025530693963421593155556,0.000188269115418664867959145803797866036661411019376132593585718,0,3,0,0,75.478425054828326194426382439267953192996211584154052301349,-0.197597391825867809438204223081357659326949497750876108214,75.478425054828326194426382439267953192996211584154052301349,-57.0410289674090668819818105153343801246330959018320479973417,0.0000000000000000000000000000000000000000000000000000000594666666666666666666666666666666666666666666666666666666667,0.0179246404175800527369475527790799725584186277150910037556988,0.0166666666666662473003737797384255066718686908553551028840097,0.983359520659324256282626625302545003391964570739565395209667,0.98433173779512963405629811057134987225193789745984323267168,0.3,0.3,142.436851489773569568698622137398188914636265298904052197857,140.851122935914915433662375324521394336409184386905495324986,60,60,58.8656559190261706651180288044507508955992830540404992753823,58.9410589410589661957817914242701994002875909577209728541053
