analysis_tier,family,generator_config_id,horizon_months,coverage,corrected_mean_config,cost_scenario,comparison,theorem_scope,attempted_count,generated_count,sample_count,excluded_count,mean_terminal_wealth_gap,mean_wealth_ratio,mean_relative_terminal_wealth_gap,median_relative_terminal_wealth_gap,minimum_relative_terminal_wealth_gap,maximum_relative_terminal_wealth_gap,downside_quantile_0.05,downside_quantile_0.10,downside_quantile_0.25,worst_observed_relative_shortfall,win_count,tie_count,loss_count,mean_terminal_cash_gap,mean_terminal_unit_gap,mean_cash_contribution,mean_unit_contribution,mean_identity_residual,mean_left_cash_drag,mean_right_cash_drag,mean_left_asset_exposure,mean_right_asset_exposure,mean_left_guardrail_activation_frequency,mean_right_guardrail_activation_frequency,mean_left_guardrail_floor,mean_right_guardrail_floor,mean_left_purchase_count,mean_right_purchase_count,mean_left_total_fees,mean_right_total_fees
primary,mean_reversion,mean-reversion-twelve-month-baseline,60,0.5,identity-a0-b0,fixed-1-usd,corrected_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,112.989118977683698033131828320296214782179274715564172690867,1.00216793814667361719980006363286547161544615667314612801064,0.00216793814667361719980006363286547161544615667314612801063873,0.00158473641376054022494081879731270311671100712419242169363124,0.000945467916476519332506052977659944642004106730578356280257797,0.00397361010978379204195331912362376708762335616466760605802714,0.00100939476620492142174952955962522048947479676993976282159514,0.00107332161593332351099300614159049633694548680930116936293249,0.00126510216511852977872343588748632387935755692738538898694452,0,3,0,0,894.403869151412099625557261008371365542605886678294915174477,-8.64938300941316892840370914348347960070727724400434312925933,894.403869151412099625557261008371365542605886678294915174477,-781.414750173728401592425432688075150760426611962730742483583,-0.000000000000000000000000000000000000000000000000000000026,0.0149067311525235349937592876834728560923767647779715819195746,0,0.98359067986533541719370366456956576730937125382447940166466,1,0.038888888888888888888888888888888888888888888888888888888889,0,12.7300370495160479581986497483044015342143371348668198630743,,60,60,60,60
primary,mean_reversion,mean-reversion-twelve-month-baseline,60,0.5,identity-a0-b0,fixed-1-usd,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,3,3,3,0,36.4768759257802929469012301551374455659998606734481044586333,1.00065565314996312009423567757425660732145951994541846314575,0.00065565314996312009423567757425660732145951994541846314574796,0.00075025313558565040010854752484478706673029201839360905904845,0.000334836137737679677349860553265050159423668718251102593808716,0.000881870176566030205248624644659984738224599099610677784386713,0.000376377837522476749625729250423023850154331048265353240332689,0.000417919537307273821901597947580997540884993378279603886856663,0.000542544636661665038729204039054918613076980368322355826428583,0,3,0,0,-105.59613084858789860053007626017823289274283500922594670325,1.63873308018298805546143831343762527180632504993400862668433,-105.59613084858789860053007626017823289274283500922594670325,142.073006774368191547431306415315678458742695682674051161886,-0.0000000000000000000000000000000000000000000000000000000027,0.0149067311525235349937592876834728560923767647779715819195746,0.0166666666666666666371014556211424933072558120281253476979621,0.98359067986533541719370366456956576730937125382447940166466,0.98152161571722000296110126489623545554508404825958402331717,0.038888888888888888888888888888888888888888888888888888888889,0.0444444444444444444444444444444444444444444444444444444444443,12.7300370495160479581986497483044015342143371348668198630743,12.7478316771422213616944872832404458054070078757700655003584,60,60,60,60
primary,mean_reversion,mean-reversion-twelve-month-baseline,60,0.5,identity-a0-b0,fixed-1-usd,neutral_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,76.5122430519034050862305981651587692161794140421160682322333,1.00151165178835518720759057678633828474806492406831292932816,0.00151165178835518720759057678633828474806492406831292932816152,0.000833857673840458863999398937320622577245518265223388079053786,0.0000635417043764313772245733372362359394126448026172693477166771,0.0036375559868486713815477580844579957275366091370981305577141,0.000140573301322834125902055897244674603195932148877881220850388,0.000217604898269236874579538457253113266979219495138493093984099,0.000448699689108445120611986137278429258329081533920328713385231,0,3,0,0,999.999999999999998226087337268549598435348721687520861877727,-10.2881160895961569838651474569211048725136022939383517559437,999.999999999999998226087337268549598435348721687520861877727,-923.48775694809659313985673910339082921916930764540479364547,-0.0000000000000000000000000000000000000000000000000000000236666666666666666666666666666666666666666666666666666666667,0.0166666666666666666371014556211424933072558120281253476979621,0,0.98152161571722000296110126489623545554508404825958402331717,1,0.0444444444444444444444444444444444444444444444444444444444443,0,12.7478316771422213616944872832404458054070078757700655003584,,60,60,60,60
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,1,identity-a0-b0,frictionless,corrected_guarded_vs_dca,epsilon-dca,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,1000,,12,12,0,0
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,1,identity-a0-b0,frictionless,corrected_guarded_vs_neutral_guarded,epsilon-dca,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1000,1000,12,12,0,0
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,1,identity-a0-b0,frictionless,neutral_guarded_vs_dca,epsilon-dca,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,1000,,12,12,0,0
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,1,identity-a0-b0,proportional-10bps,corrected_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0000000000000000000000000000000000000000000000000000000000000833333333333333333333333333333333333333333333333333333333333,0.0000000000000000000000000000000000000000000000000000000000000833333333333333333333333333333333333333333333333333333333333,1,1,1,0,1000,,12,12,11.988011988011988011988011988011988011988011988011988011988,11.988011988011988011988011988011988011988011988011988011988
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,1,identity-a0-b0,proportional-10bps,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0000000000000000000000000000000000000000000000000000000000000833333333333333333333333333333333333333333333333333333333333,0.0000000000000000000000000000000000000000000000000000000000000833333333333333333333333333333333333333333333333333333333333,1,1,1,1,1000,1000,12,12,11.988011988011988011988011988011988011988011988011988011988,11.988011988011988011988011988011988011988011988011988011988
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,1,identity-a0-b0,proportional-10bps,neutral_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0000000000000000000000000000000000000000000000000000000000000833333333333333333333333333333333333333333333333333333333333,0.0000000000000000000000000000000000000000000000000000000000000833333333333333333333333333333333333333333333333333333333333,1,1,1,0,1000,,12,12,11.988011988011988011988011988011988011988011988011988011988,11.988011988011988011988011988011988011988011988011988011988
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,1,identity-a0-b0,fixed-1-usd,corrected_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,1000,,12,12,12,12
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,1,identity-a0-b0,fixed-1-usd,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1000,1000,12,12,12,12
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,1,identity-a0-b0,fixed-1-usd,neutral_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,1000,,12,12,12,12
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,0.9,identity-a0-b0,frictionless,corrected_guarded_vs_dca,epsilon-dca,3,3,3,0,-17.24032709419441060052432940018851056655196927976005050633,0.99977145703124005108340239133747579247725537906831154240086,-0.000228542968759948916597608662524207522744620931688457599140767,-0.00290160405933336050399543357234921316406093703261223219108812,-0.00814931028609988464233854392943652462927034586598973483263059,0.0103652854391533983965411515142131152250974201035365942262964,-0.00762453966342323222850423289372779348274940498265198456847634,-0.0070997690407465798146699218580190623362284640993142343043221,-0.00552545717271662257316698875089286889666564144930098351185935,0.00814931028609988464233854392943652462927034586598973483263059,1,0,2,650.194136987852077349953437181082026511429425316211574599137,-6.37653436679598814858263567234168085287160891868122520082267,650.194136987852077349953437181082026511429425316211574599137,-667.434464082046487950477766581270537077981394595971625105513,0.0000000000000000000000000000000000000000000000000000000466666666666666666666666666666666666666666666666666666666667,0.0541828447489876731124961197650901688759524521096842978832613,0,0.947218093761401256052470264840885484262175927317956930233717,1,1,0,620.708549521707394270865185559735858968792100739780241736383,,12,12,0,0
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,0.9,identity-a0-b0,frictionless,corrected_guarded_vs_neutral_guarded,epsilon-dca,3,3,3,0,1.48072302832866853126038130422678068889494625949610717766667,1.00010650987511262997954208484690028113134283907490919452238,0.000106509875112629979542084846900281131342839074909194522377562,0.00000912804203563382034991740693907409121627650748418069436156449,-0.000105529025658986108316190969685321702005653538136571143620111,0.000415930608961242226592528103447091004817894255379974016391232,-0.0000940633188895241154495801320228821226834605335744959598219435,-0.000082597612120062122582969294360442543361267529012420776023776,-0.0000482004918116761439831367813731238053946885153261952246292735,0.000105529025658986108316190969685321702005653538136571143620111,2,0,1,25.3082626409981344093016124268364372507769587859808459284447,-0.186259621194882920344373883207301098150378438084012166311333,25.3082626409981344093016124268364372507769587859808459284447,-23.8275396126694658780412311226096565618820125264847387508039,0.0000000000000000000000000000000000000000000000000000000259333333333333333333333333333333333333333333333333333333333,0.0541828447489876731124961197650901688759524521096842978832613,0.052073822862237828578387652062853799105054372210852560722558,0.947218093761401256052470264840885484262175927317956930233717,0.948840907956889238634587001282458438700645138943622316984773,1,1,620.708549521707394270865185559735858968792100739780241736383,612.178477806284062085263835232901946901885185993449071092123,12,12,0,0
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,0.9,identity-a0-b0,frictionless,neutral_guarded_vs_dca,epsilon-dca,3,3,3,0,-18.7210501225230791317847107044152912554469155392561576839967,0.999665800106754580805484301973730181216086579616236012948593,-0.000334199893245419194515698026269818783913420383763987051406467,-0.00331615537776891720659166896117155019174521974407629553866063,-0.00815836385824727838581289590149803492378936904462666634761428,0.0104719195562799380088574707838601287637943276374110007320555,-0.00767414301019944226789077320746538645058495411457162926671892,-0.00718992216215160614996865051343273797738053918451659218582355,-0.00573725961800809779620228243133479255776729439435148094313746,0.00815836385824727838581289590149803492378936904462666634761428,1,0,2,624.885874346853942940651824754245589260652466530230728670693,-6.19027474560110522823826178913437975472123048059721303451133,624.885874346853942940651824754245589260652466530230728670693,-643.60692446937702207243653545866088051609938206948688635471,0.0000000000000000000000000000000000000000000000000000000203333333333333333333333333333333333333333333333333333333333,0.052073822862237828578387652062853799105054372210852560722558,0,0.948840907956889238634587001282458438700645138943622316984773,1,1,0,612.178477806284062085263835232901946901885185993449071092123,,12,12,0,0
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,0.9,identity-a0-b0,proportional-10bps,corrected_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,-16.56544842301992016490889903221096368308772606641427097302,0.999824345651545852688643660246992271769823819763297884597853,-0.000175654348454147311356339753007728230176180236702115402145033,-0.00284602532881940337740384346104417013607779220966812933674068,-0.0080965491411993342143880828457854821157676702288644227690877,0.0104156114246562956577229070478064675613169217284262058993933,-0.007571496759961341130689658907311350917798682426944793425853,-0.0070464443787233480469912349688372197198296946250251640826183,-0.00547128723500936879589596315341482612592273121926627605291419,0.0080965491411993342143880828457854821157676702288644227690877,1,0,2,649.928971110751558827367454633204999583205721608625667194887,-6.36750297397264382930856528393525777772894559784509451411833,649.928971110751558827367454633204999583205721608625667194887,-666.494419533771478992276353665415963266293447675039938167893,-0.0000000000000000000000000000000000000000000000000000000123333333333333333333333333333333333333333333333333333333333,0.0541607475925626299022806212194337499652671434673854722662403,0.0000000000000000000000000000000000000000000000000000000000000833333333333333333333333333333333333333333333333333333333333,0.94719017179538669447856780137651714369591196762471375512526,1,1,0,620.860890016992017926603292318545004002912237816916039678543,,12,12,11.338732296592655785387245300066728272144649628762611721084,11.988011988011988011988011988011988011988011988011988011988
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,0.9,identity-a0-b0,proportional-10bps,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,3,3,3,0,1.50440339200550160815541806666743911254813453450987439366667,1.0001081221908112859944178887332422225406274433625926273187,0.000108122190811285994417888733242222540627443362592627318696187,0.0000128467786590359797839755384789760090913664138911511743903861,-0.000108292397187157116293257885732663569988263087066514544970591,0.000419812190961979119762948546980355182779226760953245326668767,-0.0000961784796025378066855345433114996120803001369707479730344933,-0.0000840645620179184970778112008903356541723371868749814010983956,-0.0000477228092640605682546411736268437804484483365876816852901025,0.000108292397187157116293257885732663569988263087066514544970591,2,0,1,25.316227367973587960681464625768988502127062380110477262898,-0.186141139823708128803248669239176818906669891423037113680667,25.316227367973587960681464625768988502127062380110477262898,-23.8118239759680863525260465591015493895789278456006028691868,-0.0000000000000000000000000000000000000000000000000000000445333333333333333333333333333333333333333333333333333333333,0.0541607475925626299022806212194337499652671434673854722662403,0.0520510619785648309055571658339530009234232216023762658276657,0.94719017179538669447856780137651714369591196762471375512526,0.94881499873143422509688300752244380718426879108437955064864,1,1,620.860890016992017926603292318545004002912237816916039678543,612.339947057911324600623024534517607811386478385899668721313,12,12,11.338732296592655785387245300066728272144649628762611721084,11.3640232330241978313020119979945694194994219188526321778901
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,0.9,identity-a0-b0,proportional-10bps,neutral_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,-18.0698518150254217730643170988784027956358606009241453666867,0.999717094935249856505719623166254438700689849876165267802743,-0.000282905064750143494280376833745561299310150123834732197255267,-0.0032644670567139801977906280332051908129527871979167900601234,-0.00810929174158228453816559595606651622948976013971979820360568,0.0105250436040458342531150934880350231445120969661323916719633,-0.00762480927309545410412809916378038368783606284553949738925745,-0.00714032680460862367009060237149425114618236555135919657490922,-0.00568687939914813236797811199463585352122127366881829413186454,0.00810929174158228453816559595606651622948976013971979820360568,1,0,2,624.61274374277797086668599000743601108107865922851518993199,-6.18136183414893570050531661469608095882227570642205740043767,624.61274374277797086668599000743601108107865922851518993199,-642.682595557803392639750307106314413876714519829439335298707,0.000000000000000000000000000000000000000000000000000000032,0.0520510619785648309055571658339530009234232216023762658276657,0.0000000000000000000000000000000000000000000000000000000000000833333333333333333333333333333333333333333333333333333333333,0.94881499873143422509688300752244380718426879108437955064864,1,1,0,612.339947057911324600623024534517607811386478385899668721313,,12,12,11.3640232330241978313020119979945694194994219188526321778901,11.988011988011988011988011988011988011988011988011988011988
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,0.9,identity-a0-b0,fixed-1-usd,corrected_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,-17.22517226529773973417528815802189832221210807969260809643,0.999771379079909348672956045808961086112815567719451094607227,-0.000228620920090651327043954191038913887184432280548905392772867,-0.00290185548827413675451711512975708438208506003228611340825295,-0.00815002831494096540844352807302784212368045873199150817015355,0.0103660210429431481818287806296681848442122219226309054000879,-0.00762521103227428254305088677870076634952091886202096869396349,-0.00710039374960759967765824548437369057536137899205042921777343,-0.00552594190160755108148032160139246325288275938213881078920325,0.00815002831494096540844352807302784212368045873199150817015355,1,0,2,649.593271760883196084051876174407123500035245631093007620933,-6.370655977784444813895228911794727683122266581003404909293,649.593271760883196084051876174407123500035245631093007620933,-666.81844402618093581822716433242902182224735371078561571734,-0.000000000000000000000000000000000000000000000000000000028,0.0541327726467402663403376563478672602916696038025910839684113,0,0.947214017910682968602975255070698783093708553978312729558547,1,1,0,621.034755781580648569855729086357570806674274667538114525907,,12,12,12,12
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,0.9,identity-a0-b0,fixed-1-usd,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,3,3,3,0,1.4794814994248218855111345218385687685732326774888396569,1.00010652777583653772214669531453873097760185800617389128789,0.000106527775836537722146695314538730977601858006173891287887971,0.00000913093865557165029334520206351825374036005794020714913081992,-0.000105537258007969160747028818403978689318557757651320175631818,0.00041598964686201067689376955995665336838377171823278689016491,-0.0000940704383416150796429914163572289950126659760921674431555542,-0.0000826036186752609985389540143104793007067741945330147106792904,-0.000048203159676198755226841808170230217789098849855556513250499,0.000105537258007969160747028818403978689318557757651320175631818,2,0,1,25.2846454484233020637046306866130458397998930943477409216137,-0.186083957548983467995098188155059187920174892943351949180667,25.2846454484233020637046306866130458397998930943477409216137,-23.8051639489984801781934961647744770712266604168589012646556,-0.0000000000000000000000000000000000000000000000000000000580666666666666666666666666666666666666666666666666666666667,0.0541327726467402663403376563478672602916696038025910839684113,0.05202571885937165783502893712398283980501961271139543889161,0.947214017910682968602975255070698783093708553978312729558547,0.948836936668741938935406492757565173025175015298804858008343,1,1,621.034755781580648569855729086357570806674274667538114525907,612.512780485916383041163812921781337269522277813522438416417,12,12,12,12
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,0.9,identity-a0-b0,fixed-1-usd,neutral_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,-18.70465376472256161968642267986046709078534075718144775333,0.99966570442794569402475323801125528063852768898306782553794,-0.000334295572054305975246761988744719361472311016932174462060533,-0.00331646551981572925152667905743728019796068196995650516250575,-0.00815908475349416729355522275166915954765683644040487544195768,0.0104726635571469786193416158428722816612005853595648572182818,-0.00767482283012632348935236838224597161268722099336003841401249,-0.00719056090675847968514951401282278367771760554631520138606729,-0.00573777513665494827254095090455321987280875920518069030223172,0.00815908475349416729355522275166915954765683644040487544195768,1,0,2,624.30862631245989402034724548779407766023535253674526669932,-6.18457202023546134590013072363966849520209168806005296011233,624.30862631245989402034724548779407766023535253674526669932,-643.01328007718245564003366816765454475102069329392671445268,0.00000000000000000000000000000000000000000000000000000003,0.05202571885937165783502893712398283980501961271139543889161,0,0.948836936668741938935406492757565173025175015298804858008343,1,1,0,612.512780485916383041163812921781337269522277813522438416417,,12,12,12,12
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,0.75,identity-a0-b0,frictionless,corrected_guarded_vs_dca,epsilon-dca,3,3,3,0,-63.83426294162387250613650693473525780209600621113074640093,0.997201616735634265318090871752736657821879958141293228239843,-0.00279838326436573468190912824726334217812004185870677176015693,-0.00980913488228874941830140806584865319573330674299774496734979,-0.0177155578316319396495109881065081569865103590308497054665165,0.0191295429208234850220850114305667836478835401977271351533955,-0.0169249155366976206263900301024422066074326538020645094165998,-0.0161342732417633016032690720983762562283549485732793133666832,-0.0137623463569603445339061980861784050911218328869237252169331,0.0177155578316319396495109881065081569865103590308497054665165,1,0,2,1087.78768386946615761049901450774307444797198287875719735166,-10.9674774405810562555621149058658052438774199178466421082797,1087.78768386946615761049901450774307444797198287875719735166,-1151.62194681109003011663552144247833225006798908988794375261,0.000000000000000000000000000000000000000000000000000000024,0.090648973655788846467541584542311922870664331906563099779305,0,0.91146031910832408848671301242636565190773880247596785959179,1,0.5,0,215.434553165162595863643493018863708152035485478786593615639,,12,12,0,0
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,0.75,identity-a0-b0,frictionless,corrected_guarded_vs_neutral_guarded,epsilon-dca,3,3,3,0,5.27412657900803583604270481666111583038702405503240818013333,1.0004132948596286727131303036609072791937835927899753312552,0.000413294859628672713130303660907279193783592789975331255206477,0.000181299108706733455740769721721870595491407466509667869824465,0.000107947909075389429750813860419175191108957202064538895391526,0.000950637561103895253899327400580791794750413701351787000403438,0.00011528302903852383234980944654944473154720222850905179283482,0.000122618149001658234948805032679714271985447254953564690278114,0.000144623508891061442745791791070522893300182334287103382607996,0,3,0,0,91.4770212119831201928588286432123843827507494247921823337133,-0.692197790279011423759851360647770699952553566460521275162,91.4770212119831201928588286432123843827507494247921823337133,-86.2028946329750843568161238265512685523637253697597741535807,0.000000000000000000000000000000000000000000000000000000000733333333333333333333333333333333333333333333333333333333333,0.090648973655788846467541584542311922870664331906563099779305,0.083025888554790253118136682155377557505435102787830417918162,0.91146031910832408848671301242636565190773880247596785959179,0.9175955835089487317972378402334723836576234545304599375197,0.5,0.527777777777777777777777777777777777777777777777777777777777,215.434553165162595863643493018863708152035485478786593615639,217.842958475028237967430404613372778644858794147204463515674,12,12,0,0
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,0.75,identity-a0-b0,frictionless,neutral_guarded_vs_dca,epsilon-dca,3,3,3,0,-69.1083895206319083421792117513963736324830302661631545810633,0.996792125177877912677263627914228481059152019035008184244753,-0.00320787482212208732273637208577151894084798096499181575524803,-0.010749553514057085637503883276715287474509873183971038460711,-0.0178936128442784620623351202894418235069044564052488962517025,0.0190195418919692857316298873088425541588703866942444874466694,-0.0171792069112563244198519965881691699036649980831211104726034,-0.0164648009782341867773688728868965163004255397609933246935042,-0.0143215831791677738499195017830785554907071647946099673562068,0.0178936128442784620623351202894418235069044564052488962517025,1,0,2,996.310662657483037417640185864530690065221233453965015017947,-10.2752796503020448318022635452180345439248663513861208331177,996.310662657483037417640185864530690065221233453965015017947,-1065.41905217811494575981939761592706369770426372012816959903,0.0000000000000000000000000000000000000000000000000000000243333333333333333333333333333333333333333333333333333333333,0.083025888554790253118136682155377557505435102787830417918162,0,0.9175955835089487317972378402334723836576234545304599375197,1,0.527777777777777777777777777777777777777777777777777777777777,0,217.842958475028237967430404613372778644858794147204463515674,,12,12,0,0
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,0.75,identity-a0-b0,proportional-10bps,corrected_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,-62.65065656673171751405321033658340768288667881265824361882,0.997292640369575751166127591458495851230169715103350554130757,-0.002707359630424248833872408541504148769830284896649445869243,-0.00971286351880202769495021934805969410608524252853130279109975,-0.0176333256191266535319554591710406310176380417992348434909352,0.019224110246655934725288452894587878814232429637817808674306,-0.0168412794090941909482549351887425373264827618721644894209517,-0.0160492331990617283645544112064444436353274819450941353509681,-0.0136730945689643406134528392595501625618616421638830731410175,0.0176333256191266535319554591710406310176380417992348434909352,1,0,2,1087.77851431286650336790118653685751439511941160932889805106,-10.9561049520398563579130162698252322791819976261054392092903,1087.77851431286650336790118653685751439511941160932889805106,-1150.42917087959822088195439687344092207800609042198714166989,0.0000000000000000000000000000000000000000000000000000000143333333333333333333333333333333333333333333333333333333333,0.0906482095260722086139917655447381261995932843007774081709217,0.0000000000000000000000000000000000000000000000000000000000000833333333333333333333333333333333333333333333333333333333333,0.91138062322003783076018641721993178999093914956752906198802,1,0.5,0,215.545495041195968588654252132118599854111680301006484104876,,12,12,10.9013201655216118847473514620011413442606199684222488530958,11.988011988011988011988011988011988011988011988011988011988
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,0.75,identity-a0-b0,proportional-10bps,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,3,3,3,0,5.34744582727961843594081618631920347001249812716179722273333,1.00041856511938360659315185303640807584939415369868561884024,0.000418565119383606593151853036408075849394153698685618840238107,0.000189618703144845711048938254053255561991501652770034419375628,0.000100008668010716351894220181848686257773233406886830335805448,0.000966067986995257716512400673322285728417726036399991765533246,0.000108969671524129287809691989069143188195060231475150744162466,0.000117930675037542223725163796289600118616887056063471152519484,0.000144813685577781031471579217950970909882367529828432377590538,0,3,0,0,91.4752957792572603814018599962103629234635440709625898142463,-0.691587623296873894220467300390240742425128141833216843662667,91.4752957792572603814018599962103629234635440709625898142463,-86.127849951977641945461043809891159453451045943800792591474,-0.0000000000000000000000000000000000000000000000000000000391,0.0906482095260722086139917655447381261995932843007774081709217,0.0830252682111341035822082772117205959559713222948638590197343,0.91138062322003783076018641721993178999093914956752906198802,0.917520989010189578767462760970359973826446015766690460629627,0.5,0.527777777777777777777777777777777777777777777777777777777777,215.545495041195968588654252132118599854111680301006484104876,217.960962376601413521647994050966630649164552703819366023615,12,12,10.9013201655216118847473514620011413442606199684222488530958,10.9927040773890017552582424310283245240043397926689647270362
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,0.75,identity-a0-b0,proportional-10bps,neutral_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,-67.9981023940113359499940265229026111528991769398200408415533,0.9968779996352525630080147964195424780747481540993938589863,-0.00312200036474743699198520358045752192525184590060614101370073,-0.0106686248888269288751364704321883864635892038054426764218885,-0.0178195653993898621727269984876963320492938299934903292027818,0.0191221891939744800719078581785121527371274960971145825835681,-0.0171044713483335688429679456821455374907233673746855639246925,-0.0163893772972772755132088928765947429321529047558807986466031,-0.0142440951441083955239317344599423592564415168994665028123352,0.0178195653993898621727269984876963320492938299934903292027818,1,0,2,996.303218533609242986499326540647151471655867538366308236813,-10.2645173287429824636925489694349915367568694842722223656277,996.303218533609242986499326540647151471655867538366308236813,-1064.30132092762057893649335306354976262455504447818634907842,0.000000000000000000000000000000000000000000000000000000054,0.0830252682111341035822082772117205959559713222948638590197343,0.0000000000000000000000000000000000000000000000000000000000000833333333333333333333333333333333333333333333333333333333333,0.917520989010189578767462760970359973826446015766690460629627,1,0.527777777777777777777777777777777777777777777777777777777777,0,217.960962376601413521647994050966630649164552703819366023615,,12,12,10.9927040773890017552582424310283245240043397926689647270362,11.988011988011988011988011988011988011988011988011988011988
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,0.75,identity-a0-b0,fixed-1-usd,corrected_guarded_vs_dca,outside-current-safety-theorem,3,3,3,0,-63.7710211878567803599807711249216370211030506258679126222967,0.99720398580843090920248285125596011825029589717799150943617,-0.00279601419156909079751714874403988174970410282200849056383187,-0.00980766070403822551669009426451146776661875519767639023752946,-0.0177328697972224330534025079474940626929092152334078773883341,0.019152487926553386177541155979885885210415661965058795934368,-0.0169403488879040122997312665791958032002801692298347286732536,-0.0161478279785855915460600252108975437076511232262615799581732,-0.0137702652506303292850463011060027652297639852155421338129318,0.0177328697972224330534025079474940626929092152334078773883341,1,0,2,1087.7677849271662322199829628270517886025964897100287802893,-10.9666560364380549774147857700095106696124964183369030075027,1087.7677849271662322199829628270517886025964897100287802893,-1151.53880611502301257996373395197342562369954033589669291158,-0.0000000000000000000000000000000000000000000000000000000153333333333333333333333333333333333333333333333333333333333,0.090647315410597186018331913568920982383549707475835731690775,0,0.911373533297463885368416702145692152346495550268299532609197,1,0.5,0,215.656560229592076480087295547524335360790016666272064796219,,12,12,12,12
exploratory,mean_reversion,mean-reversion-three-month-sensitivity,12,0.75,identity-a0-b0,fixed-1-usd,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,3,3,3,0,5.25064954092976052944934932231603137723082471472898879073333,1.00041212893690826130564410184294917625690910010724588107247,0.000412128936908261305644101842949176256909100107245881072466747,0.000173218513342234152424681773841522693170642896247949121355066,0.000107783674133257302214313819461561637893236457244059983724941,0.000955384623249292462293309935544444439663420968245634112320237,0.000114327158054154987235350614899557743420977101144448897487954,0.000120870641975052672256387410337553848948717745044837811250966,0.000140501093737745727319497796651542165531939676746004552540004,0,3,0,0,91.4716371241409629196607484576229039982968770656937135963683,-0.692323158558943164732994157351547098141142981283422650055333,91.4716371241409629196607484576229039982968770656937135963683,-86.220987583211202390211399135306872621066052350964724805621,-0.0000000000000000000000000000000000000000000000000000000139333333333333333333333333333333333333333333333333333333333,0.090647315410597186018331913568920982383549707475835731690775,0.083024678983585439108360184530785740383691634387027922224411,0.911373533297463885368416702145692152346495550268299532609197,0.91751469044905341854255400566503555171146076344229469751635,0.5,0.527777777777777777777777777777777777777777777777777777777777,215.656560229592076480087295547524335360790016666272064796219,218.075092160664948876463072141225646522992186701172812283286,12,12,12,12
