input_kind,family,dataset_id,horizon_months,coverage,corrected_mean_config,cost_scenario,comparison,theorem_scope,attempted_count,sample_count,excluded_count,mean_terminal_wealth_gap,mean_wealth_ratio,win_count,tie_count,loss_count,uncertainty_status,mean_relative_terminal_wealth_gap,median_relative_terminal_wealth_gap,minimum_relative_terminal_wealth_gap,maximum_relative_terminal_wealth_gap,downside_quantile_0.05,downside_quantile_0.10,downside_quantile_0.25,mean_terminal_cash_gap,mean_terminal_unit_gap,mean_left_cash_drag,mean_right_cash_drag,mean_left_asset_exposure,mean_right_asset_exposure,mean_left_guardrail_activation_frequency,mean_right_guardrail_activation_frequency,mean_left_guardrail_floor,mean_right_guardrail_floor,mean_left_total_fees,mean_right_total_fees,mean_left_purchase_count,mean_right_purchase_count
synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.9,identity-a0-b0,frictionless,neutral_guarded_vs_dca,epsilon-dca,1,1,0,-7.18549679487179487179487179487179487179487179487179487179,0.998751739977728285077951002227171492204899777282850779510023,0,0,1,not-estimated-by-canonical-run,-0.00124826002227171492204899777282850779510022271714922048997688,-0.00124826002227171492204899777282850779510022271714922048997688,-0.00124826002227171492204899777282850779510022271714922048997688,-0.00124826002227171492204899777282850779510022271714922048997688,-0.00124826002227171492204899777282850779510022271714922048997688,-0.00124826002227171492204899777282850779510022271714922048997688,-0.00124826002227171492204899777282850779510022271714922048997688,243.623798076923076923076923076923076923076923076923076923075,-2.0900774572649572649572649572649572649572649572649572649573,0.048724759615384615384615384615384615384615384615384615384615,0,0.957624930618781169283902198352411644128441230057146082613563,1,1,0,797.03485576923076923076923076923076923076923076923076923077,,0,0,5,5
synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.9,identity-a0-b0,proportional-10bps,corrected_guarded_vs_dca,outside-current-safety-theorem,1,1,0,43.09309903912056289938692041355511005553951784986342366497,1.00749359239816582474400519370166938949424591197033772025148,1,0,0,not-estimated-by-canonical-run,0.00749359239816582474400519370166938949424591197033772025147781,0.00749359239816582474400519370166938949424591197033772025147781,0.00749359239816582474400519370166938949424591197033772025147781,0.00749359239816582474400519370166938949424591197033772025147781,0.00749359239816582474400519370166938949424591197033772025147781,0.00749359239816582474400519370166938949424591197033772025147781,0.00749359239816582474400519370166938949424591197033772025147781,232.83684570146910625886775934661792949886950043550216385725,-1.581197888852904527995673657775523495361083188213656168269,0.0465673691402938212517735518693235858997739000871004327714502,0.0000000000000000000000000000000000000000000000000000000000002,0.959812429365833218538972777343860463858536042396532415185798,1,1,0,789.334423519597125750512343498800375540639663246653166924832,,4.76240075354498590783329894171167040010102947009440343271004,4.995004995004995004995004995004995004995004995004995004995,5,5
synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.9,identity-a0-b0,proportional-10bps,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,1,1,0,50.04558855345899199284984043240174682053294775232273799928,1.00871311639304536343549716240539544781833018342571952861868,1,0,0,not-estimated-by-canonical-run,0.00871311639304536343549716240539544781833018342571952861868242,0.00871311639304536343549716240539544781833018342571952861868242,0.00871311639304536343549716240539544781833018342571952861868242,0.00871311639304536343549716240539544781833018342571952861868242,0.00871311639304536343549716240539544781833018342571952861868242,0.00871311639304536343549716240539544781833018342571952861868242,0.00871311639304536343549716240539544781833018342571952861868242,-10.688986926663239219986436483989021537022305893739775809153,0.5061214623343519267736356409699230696462937803838542817369,0.0465673691402938212517735518693235858997739000871004327714502,0.0487051665256264690957708391661213902071783612658483879332808,0.959812429365833218538972777343860463858536042396532415185798,0.957601279438733975167983794131867225774656235810353583466858,1,1,789.334423519597125750512343498800375540639663246653166924832,797.111821494125136903569627321766922792902175789386113894406,4.76240075354498590783329894171167040010102947009440343271004,4.75172244492694071380733846570368935960450368998077728305054,5,5
synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.9,identity-a0-b0,proportional-10bps,neutral_guarded_vs_dca,outside-current-safety-theorem,1,1,0,-6.95248951433842909346292001884663676499342990245931433431,0.998791010075054530363564815436010005110607668107073010368387,0,0,1,not-estimated-by-canonical-run,-0.00120898992494546963643518456398999488939233189292698963161305,-0.00120898992494546963643518456398999488939233189292698963161305,-0.00120898992494546963643518456398999488939233189292698963161305,-0.00120898992494546963643518456398999488939233189292698963161305,-0.00120898992494546963643518456398999488939233189292698963161305,-0.00120898992494546963643518456398999488939233189292698963161305,-0.00120898992494546963643518456398999488939233189292698963161305,243.525832628132345478854195830606951035891806329241939666403,-2.0873193511872564547693092987454465650073769685975104500059,0.0487051665256264690957708391661213902071783612658483879332808,0.0000000000000000000000000000000000000000000000000000000000002,0.957601279438733975167983794131867225774656235810353583466858,1,1,0,797.111821494125136903569627321766922792902175789386113894406,,4.75172244492694071380733846570368935960450368998077728305054,4.995004995004995004995004995004995004995004995004995004995,5,5
synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,1,identity-a0-b0,fixed-1-usd,corrected_guarded_vs_dca,outside-current-safety-theorem,1,1,0,0,1,0,1,0,not-estimated-by-canonical-run,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1000,,5,5,5,5
synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,1,identity-a0-b0,fixed-1-usd,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,1,1,0,0,1,0,1,0,not-estimated-by-canonical-run,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1000,1000,5,5,5,5
synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,1,identity-a0-b0,fixed-1-usd,neutral_guarded_vs_dca,outside-current-safety-theorem,1,1,0,0,1,0,1,0,not-estimated-by-canonical-run,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1000,,5,5,5,5
synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,1,identity-a0-b0,frictionless,corrected_guarded_vs_dca,epsilon-dca,1,1,0,0,1,0,1,0,not-estimated-by-canonical-run,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1000,,0,0,5,5
synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,1,identity-a0-b0,frictionless,corrected_guarded_vs_neutral_guarded,epsilon-dca,1,1,0,0,1,0,1,0,not-estimated-by-canonical-run,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1000,1000,0,0,5,5
synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,1,identity-a0-b0,frictionless,neutral_guarded_vs_dca,epsilon-dca,1,1,0,0,1,0,1,0,not-estimated-by-canonical-run,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1000,,0,0,5,5
synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,1,identity-a0-b0,proportional-10bps,corrected_guarded_vs_dca,outside-current-safety-theorem,1,1,0,0,1,0,1,0,not-estimated-by-canonical-run,0,0,0,0,0,0,0,0,0,0.0000000000000000000000000000000000000000000000000000000000002,0.0000000000000000000000000000000000000000000000000000000000002,1,1,1,0,1000,,4.995004995004995004995004995004995004995004995004995004995,4.995004995004995004995004995004995004995004995004995004995,5,5
synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,1,identity-a0-b0,proportional-10bps,corrected_guarded_vs_neutral_guarded,outside-current-safety-theorem,1,1,0,0,1,0,1,0,not-estimated-by-canonical-run,0,0,0,0,0,0,0,0,0,0.0000000000000000000000000000000000000000000000000000000000002,0.0000000000000000000000000000000000000000000000000000000000002,1,1,1,1,1000,1000,4.995004995004995004995004995004995004995004995004995004995,4.995004995004995004995004995004995004995004995004995004995,5,5
synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,1,identity-a0-b0,proportional-10bps,neutral_guarded_vs_dca,outside-current-safety-theorem,1,1,0,0,1,0,1,0,not-estimated-by-canonical-run,0,0,0,0,0,0,0,0,0,0.0000000000000000000000000000000000000000000000000000000000002,0.0000000000000000000000000000000000000000000000000000000000002,1,1,1,0,1000,,4.995004995004995004995004995004995004995004995004995004995,4.995004995004995004995004995004995004995004995004995004995,5,5
