episode_id,input_kind,family,dataset_id,horizon_months,coverage,corrected_mean_config,cost_scenario,policy,terminal_wealth,terminal_cash,terminal_units,total_fees,mean_guardrail_floor,theorem_scope
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,1,identity-a0-b0,frictionless,dca,5756.41025641025641025641025641025641025641025641025641025641,0,47.9700854700854700854700854700854700854700854700854700854701,0,,epsilon-dca
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,1,identity-a0-b0,frictionless,neutral_guarded,5756.41025641025641025641025641025641025641025641025641025641,0,47.9700854700854700854700854700854700854700854700854700854701,0,1000,epsilon-dca
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,1,identity-a0-b0,frictionless,corrected_guarded,5756.41025641025641025641025641025641025641025641025641025641,0,47.9700854700854700854700854700854700854700854700854700854701,0,1000,epsilon-dca
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,1,identity-a0-b0,proportional-10bps,dca,5750.65959681344296728912113527498142882758267373651989036603,0.000000000000000000000000000000000000000000000000000000001,47.9221633067786913940760094606248452402298556144709990863836,4.995004995004995004995004995004995004995004995004995004995,,outside-current-safety-theorem
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,1,identity-a0-b0,proportional-10bps,neutral_guarded,5750.65959681344296728912113527498142882758267373651989036603,0.000000000000000000000000000000000000000000000000000000001,47.9221633067786913940760094606248452402298556144709990863836,4.995004995004995004995004995004995004995004995004995004995,1000,outside-current-safety-theorem
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,1,identity-a0-b0,proportional-10bps,corrected_guarded,5750.65959681344296728912113527498142882758267373651989036603,0.000000000000000000000000000000000000000000000000000000001,47.9221633067786913940760094606248452402298556144709990863836,4.995004995004995004995004995004995004995004995004995004995,1000,outside-current-safety-theorem
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,1,identity-a0-b0,fixed-1-usd,dca,5750.65384615384615384615384615384615384615384615384615384615,0,47.9221153846153846153846153846153846153846153846153846153846,5,,outside-current-safety-theorem
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,1,identity-a0-b0,fixed-1-usd,neutral_guarded,5750.65384615384615384615384615384615384615384615384615384615,0,47.9221153846153846153846153846153846153846153846153846153846,5,1000,outside-current-safety-theorem
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,1,identity-a0-b0,fixed-1-usd,corrected_guarded,5750.65384615384615384615384615384615384615384615384615384615,0,47.9221153846153846153846153846153846153846153846153846153846,5,1000,outside-current-safety-theorem
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.9,identity-a0-b0,frictionless,dca,5756.41025641025641025641025641025641025641025641025641025641,0,47.9700854700854700854700854700854700854700854700854700854701,0,,epsilon-dca
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.9,identity-a0-b0,frictionless,neutral_guarded,5749.22475961538461538461538461538461538461538461538461538462,243.623798076923076923076923076923076923076923076923076923075,45.8800080128205128205128205128205128205128205128205128205128,0,797.03485576923076923076923076923076923076923076923076923077,epsilon-dca
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.9,identity-a0-b0,frictionless,corrected_guarded,5799.36408576402932450674927741281241386725325669255067421248,232.93242785764407080488009031574922226699629420101721833642,46.3869304825532104475155765591421932633354746874294454656338,0,789.250699279441743550301709433984733851412140368555404109302,epsilon-dca
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.9,identity-a0-b0,proportional-10bps,dca,5750.65959681344296728912113527498142882758267373651989036603,0.000000000000000000000000000000000000000000000000000000001,47.9221633067786913940760094606248452402298556144709990863836,4.995004995004995004995004995004995004995004995004995004995,,outside-current-safety-theorem
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.9,identity-a0-b0,proportional-10bps,neutral_guarded,5743.70710729910453819565821525613479206258924383406057603172,243.525832628132345478854195830606951035891806329241939666404,45.8348439555914349393067001618793986752224786458734886363777,4.75172244492694071380733846570368935960450368998077728305054,797.111821494125136903569627321766922792902175789386113894406,outside-current-safety-theorem
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.9,identity-a0-b0,proportional-10bps,corrected_guarded,5793.752695852563530188508055688536538883122191586383314031,232.836845701469106258867759346617929498869500435502163857251,46.3409654179257868660803358028493217448687724262573429181146,4.76240075354498590783329894171167040010102947009440343271004,789.334423519597125750512343498800375540639663246653166924832,outside-current-safety-theorem
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.9,identity-a0-b0,fixed-1-usd,dca,5750.65384615384615384615384615384615384615384615384615384615,0,47.9221153846153846153846153846153846153846153846153846153846,5,,outside-current-safety-theorem
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.9,identity-a0-b0,fixed-1-usd,neutral_guarded,5743.45136618589743589743589743589743589743589743589743589744,243.426959134615384615384615384615384615384615384615384615386,45.8335367254273504273504273504273504273504273504273504273504,5,797.18376842948717948717948717948717948717948717948717948718,outside-current-safety-theorem
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.9,identity-a0-b0,fixed-1-usd,corrected_guarded,5793.55548668329151368353892102856162784036426328751038870655,232.74622476646581581762188824837477069809010964560267891174,46.3400771826402141488826419398348904761856179470158975816234,5,789.403747650288511816049781823868994012271390291869065916198,outside-current-safety-theorem
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.75,identity-a0-b0,frictionless,dca,5756.41025641025641025641025641025641025641025641025641025641,0,47.9700854700854700854700854700854700854700854700854700854701,0,,epsilon-dca
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.75,identity-a0-b0,frictionless,neutral_guarded,5738.44651442307692307692307692307692307692307692307692307692,609.059495192307692307692307692307692307692307692307692307691,42.7448918269230769230769230769230769230769230769230769230769,0,492.587139423076923076923076923076923076923076923076923076922,epsilon-dca
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.75,identity-a0-b0,frictionless,corrected_guarded,5863.79482979468869588225780891664641928351775711599207014655,582.33106964411017701220022578937305566749073550254304584106,44.0121980012548209905838131927272780301335585134454085358791,0,473.126748198604358875754273584961834628530350921388510273262,epsilon-dca
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.75,identity-a0-b0,proportional-10bps,dca,5750.65959681344296728912113527498142882758267373651989036603,0.000000000000000000000000000000000000000000000000000000001,47.9221633067786913940760094606248452402298556144709990863836,4.995004995004995004995004995004995004995004995004995004995,,outside-current-safety-theorem
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.75,identity-a0-b0,proportional-10bps,neutral_guarded,5733.27837302759689455546383522786483691509909898037160453024,608.814581570330863697135489576517377589729515823104849166005,42.7038649288105502571527362137612288277114131929772229613687,4.38679861980985927702583867175173089151875173244445070013387,492.779553735312842258924068304417306982255439473465284736012,outside-current-safety-theorem
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.75,identity-a0-b0,proportional-10bps,corrected_guarded,5858.39234441124437453758843630886920396643146836117844952844,582.092114253672765647169398366544823747173751088755409643127,43.9691685846464300740868253161860365018271476439368586657109,4.41349439135497226209073986177168349276006618272851607428258,473.33605879899281437628085874700093885159915811663291731208,outside-current-safety-theorem
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.75,identity-a0-b0,fixed-1-usd,dca,5750.65384615384615384615384615384615384615384615384615384615,0,47.9221153846153846153846153846153846153846153846153846153846,5,,outside-current-safety-theorem
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.75,identity-a0-b0,fixed-1-usd,neutral_guarded,5732.64764623397435897435897435897435897435897435897435897436,608.567397836538461538461538461538461538461538461538461538465,42.7006687366452991452991452991452991452991452991452991452991,5,492.959421073717948717948717948717948717948717948717948717948,outside-current-safety-theorem
canonical-safety-adaptivity-path-v1,synthetic,non-confirmatory-mechanism-path,canonical-synthetic,5,0.75,identity-a0-b0,fixed-1-usd,corrected_guarded,5857.90794747745955343961653334063483883167988898800674099712,581.86556191616453954405472062093692674522527411400669727935,43.9670198796774584491296817726641492673871217906166670309814,5,473.509369125721279540124454559672485030678475729672664790494,outside-current-safety-theorem
